opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Alekseenko,K",chess.com INT,1.0,Caro-Kann Defense: Endgame Variation,1. e4 c6 2. Nf3 d5 3. d3 dxe4 4. dxe4 Qxd1+ 5. Kxd1 Nf6 6. Nbd2 Bg4 7. Be2 Bxf3 8. Bxf3 Nbd7 9. Be2 O-O-O 10. Bc4 Ne5 11. Bb3 Nxe4 12. Ke2 Nxd2 13. Bxd2 e6 14. Bg5 Rd7 15. Rad1 h6 16. Bf4 Ng6 17. Be3 b6 18. a4 Bc5 19. Rxd7 Kxd7 20. Bxc5 bxc5 21. g3 Kc7 22. Ke3 Rb8 23. Rd1 Rb4 24. h4 Ne7 25. Kd3 Rd4+ 26. Ke2 Rxd1 27. Kxd1 a5 28. c3 Kd6 29. Ke2 Nd5 30. Kd3 Nb6 31. Ke4 g5 32. hxg5 hxg5 33. Ke3 f5 34. Kf3 Ke5 35. Ke3 g4 36. Kd2 c4 37. Bd1 Nd7 38. Be2 Kd5 39. Ke3 Nc5 40. Bd1 Ke5 41. Bc2 Nb3 42. Bd1 Nc5 43. Bc2 Ne4 44. Bd1 Nf6 45. Be2 Nd5+ 46. Kd2 Nb6 47. Bd1 Kf6 48. Ke3 e5 49. Bc2 c5 50. Bd1 e4 51. Kd2 Kg5 52. Bc2 Kf6 53. Ke3 Ke5 54. Kd2 f4 55. gxf4+ Kxf4 56. Ke2 Nd7 57. b3 Ne5 58. bxc4 Nxc4 59. Bb3 Ne5 60. Be6 Nd3 61. Bd7 Ne5 62. Be6 Nf3 63. Bd7 Nh4 64. Bc8 Nf5 65. Be6 Nd6 66. Bd7 Nc4 67. Bb5 Nb6 68. Bc6 c4 69. Bb5 Nd5 70. Kd2 Kf3 71. Bxc4 Nb6 72. Be2+ Kxf2 73. Bxg4 Nxa4 74. Bd1 e3+ 75. Kd3 Nb2+,e4,c6,Nf3,d5,d3,dxe4,dxe4,Qxd1+,Kxd1,Nf6,Nbd2,Bg4,Be2,Bxf3,Bxf3,Nbd7,Be2,O-O-O,Bc4,Ne5
"Nepomniachtchi,I",chess.com INT,0.0,"French Defense: Winawer Variation, Portisch-Hook Variation",1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Qa5 7. Bd2 Qa4 8. Qg4 Kf8 9. Qd1 b6 10. h4 Ba6 11. Nf3 Bxf1 12. Kxf1 Nc6 13. h5 h6 14. Rh4 cxd4 15. cxd4 Nge7 16. Rf4 Rc8 17. Kg1 Ke8 18. Bb4 a5 19. Bd6 g5 20. hxg6 Nxg6 21. Rf6 Nce7 22. Rb1 Qxc2 23. Qxc2 Rxc2 24. Rxb6 Nc8 25. Rb8 Rh7 26. Bc5 Kd7 27. Rxg6 Kc7 28. Rxc8+ Kxc8 29. Rg8+ Kb7 30. g4 Kc6 31. Kg2 Kb5 32. Kg3 Kc4 33. Ra8 Rg7 34. Rh8 Rg6 35. Nh4 Rg5 36. Rxh6 Kd3 37. Rf6 Ke2 38. Rxf7 Rc3+ 39. Rf3,e4,e6,d4,d5,Nc3,Bb4,e5,c5,a3,Bxc3+,bxc3,Qa5,Bd2,Qa4,Qg4,Kf8,Qd1,b6,h4,Ba6
"Kamsky,G",chess.com INT,0.5,Queen's Pawn Game: London System,1. d4 d5 2. Nf3 Nf6 3. Bf4 e6 4. e3 c5 5. c3 Nc6 6. Nbd2 cxd4 7. exd4 Nh5 8. Bg3 g6 9. Bd3 Bg7 10. O-O O-O 11. Re1 Nxg3 12. hxg3 f6 13. c4 dxc4 14. Bxc4 Nxd4 15. Nb3 Nxf3+ 16. Qxf3 Qb6 17. Qe3 Re8 18. Nc5 Kh8 19. Nxe6 Bxe6 20. Qxb6 axb6 21. Rxe6 Rxe6 22. Bxe6 f5 23. Rd1 Bxb2 24. Rd7 Re8 25. Bb3 Ba3 26. Rxb7 Bc5 27. Kf1 Bb4 28. f3 Bc5,d4,d5,Nf3,Nf6,Bf4,e6,e3,c5,c3,Nc6,Nbd2,cxd4,exd4,Nh5,Bg3,g6,Bd3,Bg7,O-O,O-O
"Krishnater,Kushager",lichess.org INT,0.0,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 Nf6 7. Ndb5 Qb8 8. f4 a6 9. e5 axb5 10. exf6 b4 11. Nb5 gxf6 12. O-O f5 13. Be3 Rg8 14. Bb6 Ra5 15. Nc7+ Ke7 16. Bf3 d5 17. Re1 Kf6 18. Ne8+ Ke7 19. Nc7 Kf6 20. Bxa5 Qa7+ 21. Kh1 Qxa5 22. Nxd5+ exd5 23. Bxd5 Qc5 24. Bb3 Qf2 25. Qd5 Rg7 26. Re8 Ne7 27. Qd6+ Be6 28. Rg1 Ng6 29. Rxe6+,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7,Be2,Nf6,Ndb5,Qb8,f4,a6,e5,axb5,exf6,b4
"Krishnater,Kushager",lichess.org INT,1.0,"French Defense: Advance Variation, Paulsen Attack",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Be2 cxd4 7. cxd4 Nh6 8. Bxh6 gxh6 9. Qd2 Rg8 10. O-O Bd7 11. Nc3 Rc8 12. Rac1 Na5 13. Rc2 Nc4 14. Qf4 Qd8 15. Bd3 h5 16. h3 Nxb2 17. Bxh7 Rg7 18. Rxb2 Rxc3 19. Bb1 b6 20. Rc1 Rc4 21. Rxc4 dxc4 22. Re2 Bc6 23. Be4 Bd5 24. Bxd5 Qxd5 25. Ng5 Be7 26. Ne4 Rg6 27. g3 b5 28. Nc3 Qc6 29. d5 exd5 30. Rd2 Bb4 31. Qf3 d4 32. Qxh5 Bxc3 33. Re2 Qe6 34. Kh2 d3 35. Re4 Rh6,e4,e6,d4,d5,e5,c5,c3,Nc6,Nf3,Qb6,Be2,cxd4,cxd4,Nh6,Bxh6,gxh6,Qd2,Rg8,O-O,Bd7
"Arjun,Kalyan",lichess.org INT,1.0,Sicilian Defense: Nimzowitsch Variation,1. e4 c5 2. Nf3 Nf6 3. d3 Nc6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Re1 d5 8. Nbd2 e5 9. c3 h6 10. Qb3 d4 11. Qc2 Be6 12. a3 Rc8 13. h3 a6 14. Kh2 b5 15. c4 Nd7 16. Nh4 Bf6 17. Ndf3 bxc4 18. dxc4 Kg7 19. Bf1 Rb8 20. Nf5+ Bxf5 21. exf5 Qb6 22. Bd3 Qb3 23. Qe2 g5 24. Nd2 Qb6 25. Ne4 Be7 26. Kg2 Nf6 27. h4 Nxe4 28. Bxe4 Na5 29. hxg5 hxg5 30. Qg4 Qf6 31. Rh1 Rh8 32. Rxh8 Rxh8 33. Bd3 Nb3 34. Rb1 Qh6 35. f6+ Bxf6 36. Bxg5 Qxg5 37. Qe4 Nd2,e4,c5,Nf3,Nf6,d3,Nc6,g3,g6,Bg2,Bg7,O-O,O-O,Re1,d5,Nbd2,e5,c3,h6,Qb3,d4
"Arjun,Kalyan",lichess.org INT,1.0,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",1. e4 c5 2. Nf3 Nf6 3. Nc3 d5 4. exd5 Nxd5 5. Bb5+ Bd7 6. Bxd7+ Qxd7 7. O-O Nc6 8. d3 e6 9. Re1 Be7 10. Nxd5 Qxd5 11. Be3 Bf6 12. c3 O-O 13. Qb3 Rfd8 14. Red1 b6 15. Qxd5 Rxd5 16. Kf1 Rad8 17. Ke2 Kf8 18. g4 g6 19. h3 Bg7 20. Ng5 h6 21. Nf3 f5 22. Bf4 g5 23. Bh2 Kf7 24. Rd2 b5 25. a3 a5 26. Rg1 Bf6 27. Rc1 R5d7 28. b4 Rd5 29. Rdd1 f4 30. Bg1 R8d6 31. Ne1 cxb4 32. cxb4 axb4 33. axb4 Nxb4 34. Rb1 Na2 35. f3 Nc3+,e4,c5,Nf3,Nf6,Nc3,d5,exd5,Nxd5,Bb5+,Bd7,Bxd7+,Qxd7,O-O,Nc6,d3,e6,Re1,Be7,Nxd5,Qxd5
"Aryan,C",lichess.org INT,0.0,Queen's Pawn Game: London System,1. d4 d5 2. Nf3 Nf6 3. Bf4 e6 4. e3 c5 5. Nbd2 Nc6 6. c3 cxd4 7. exd4 Nh5 8. Be3 Bd6 9. Ne5 g6 10. Nd3 O-O 11. g3 b6 12. Nf3 f6 13. Bg2 Ba6 14. O-O Qd7 15. Re1 Rae8 16. Bh6 Rf7 17. Bh3 Ng7 18. Nf4 Nf5 19. Bxf5 gxf5 20. Nh4 Bxf4 21. gxf4 Kh8 22. Kh1 Rg8 23. Qh5 Re7 24. Rg1 Ree8 25. Bg7+ Rxg7 26. Rxg7 Kxg7 27. Rg1+ Kf8 28. Qh6+ Ke7 29. Rg7+ Kd8 30. Rxd7+ Kxd7 31. Qxh7+ Ne7 32. Qf7 Rg8 33. Qxf6 Bd3 34. h3 a5 35. Kh2 b5 36. Nf3 Be4 37. Ng5 Kd6 38. Qxe6+,d4,d5,Nf3,Nf6,Bf4,e6,e3,c5,Nbd2,Nc6,c3,cxd4,exd4,Nh5,Be3,Bd6,Ne5,g6,Nd3,O-O
"Aryan,C",lichess.org INT,0.0,"Queen's Pawn Game: London System, with e6",1. d4 Nf6 2. Nf3 d5 3. Bf4 e6 4. e3 Bd6 5. Nbd2 O-O 6. c4 Bxf4 7. exf4 dxc4 8. Nxc4 Nd5 9. g3 b6 10. Bg2 Ba6 11. b3 Nd7 12. O-O Rc8 13. Re1 h6 14. Rc1 c5 15. Nd6 Rc6 16. Ne4 Rc7 17. dxc5 Nxc5 18. Nxc5 Rxc5 19. Rxc5 bxc5 20. Qd2 Nb4 21. Rd1 Qxd2 22. Rxd2 Bb7 23. Ne5 Bxg2 24. Kxg2 Nd5 25. Rc2 Nb4 26. Rxc5 Nxa2 27. Rc7 a6 28. h4 Nb4 29. h5 Nd5 30. Ra7 Nf6 31. g4 Nd5 32. Kg3 Rb8 33. f3 Nc3 34. Kf2 Nd5 35. Kg3 Nc3 36. Kf2 Nd5 37. Rxf7 Rxb3 38. Ra7 Rb8 39. Ng6 Nb4 40. Ke3 Nd5+ 41. Kd4 Nb4 42. Kc5 Nd3+ 43. Kd6 Ne1 44. Kxe6 Nxf3 45. Ne7+ Kh7 46. Nf5 Rg8 47. Kd5 Nh2 48. g5 hxg5 49. fxg5 Kh8 50. g6 Ng4 51. Kd4 Rd8+ 52. Kc3 Rc8+ 53. Kd3 Nf6 54. h6 gxh6 55. g7+ Kh7 56. g8=Q+ Kxg8 57. Ne7+ Kf7 58. Nxc8+ Kg6 59. Rxa6 Kg5 60. Ne7 h5 61. Ra5+ Kg4 62. Ra6 Kg5 63. Ke3 Ng4+ 64. Kf3 Ne5+ 65. Kg2 h4 66. Ra5 Kf4 67. Nd5+ Kg4 68. Nf6+ Kf4 69. Kh3 Ng6 70. Nh5+ Kf3 71. Rg5 Ke4 72. Rxg6,d4,Nf6,Nf3,d5,Bf4,e6,e3,Bd6,Nbd2,O-O,c4,Bxf4,exf4,dxc4,Nxc4,Nd5,g3,b6,Bg2,Ba6
"Aryan,C",lichess.org INT,1.0,"Queen's Pawn Game: London System, with e6",1. d4 Nf6 2. Nf3 d5 3. Bf4 e6 4. e3 Bd6 5. Nbd2 O-O 6. Bd3 c5 7. dxc5 Bxc5 8. O-O Nc6 9. c4 Bd6 10. cxd5 Bxf4 11. dxc6 Bxh2+ 12. Nxh2 Qxd3 13. Nb3 Qxd1 14. Rfxd1 bxc6 15. Nf3 Rb8 16. Rac1 Rb6 17. Ne5 Nd5 18. Nxc6 Bd7 19. Ne7+ Nxe7 20. Rxd7 Nc6 21. Nc5 Rxb2 22. Nxe6 fxe6 23. Rxc6 Rbxf2 24. Rxa7 R2f7 25. Rxf7 Kxf7 26. a4 Rb8 27. a5 Rb1+ 28. Kf2 Ra1 29. a6 Kf6 30. Kf3 Ra4 31. Kg3 h5 32. Kf3 g5 33. Rb6 h4 34. e4 Ke5 35. Kg4 Kf6 36. Kf3 Ra3+ 37. Kf2 g4 38. Rc6 Ra2+ 39. Kf1 Ke5 40. Rb6 Kf4,d4,Nf6,Nf3,d5,Bf4,e6,e3,Bd6,Nbd2,O-O,Bd3,c5,dxc5,Bxc5,O-O,Nc6,c4,Bd6,cxd5,Bxf4
"Sadhwani,Raunak",lichess.org INT,1.0,Catalan Opening: Open Defense,1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 Nbd7 6. Qa4 a6 7. Qxc4 b5 8. Qc2 Bb7 9. O-O c5 10. dxc5 Bxc5 11. Nc3 O-O 12. Bg5 Qb6 13. Bxf6 Nxf6 14. e3 Rac8 15. Rac1 Rfd8 16. Qe2 Bc6 17. Ne5 Bxg2 18. Kxg2 Bd6 19. Nf3 Bb4 20. Nb1 Qb7 21. a3 Be7 22. Kg1 Ne4 23. Nbd2 Nc5 24. Nd4 Bf6 25. b4 Na4 26. Qf3 Qxf3 27. N2xf3 g6 28. Kg2 Kg7 29. g4 h6 30. h4 e5 31. Nc6 e4 32. Nxd8 exf3+ 33. Kxf3 Rxd8 34. Rc6 Bxh4 35. Rxa6 Rd2 36. Rc6 Ra2 37. Rc7 Rxa3 38. Rb7 Nc3 39. Rc1 Bf6 40. Rc2 Nd5 41. Rd2 Ne7 42. Rdd7 Rb3 43. Rxb5 Nc6 44. Rdb7 Nd4+ 45. Ke4 Nxb5 46. Rxb5 Be7,d4,d5,c4,e6,Nf3,Nf6,g3,dxc4,Bg2,Nbd7,Qa4,a6,Qxc4,b5,Qc2,Bb7,O-O,c5,dxc5,Bxc5
"Sadhwani,Raunak",lichess.org INT,1.0,Catalan Opening: Open Defense,1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 Nbd7 6. O-O c6 7. a4 a5 8. Nc3 Be7 9. e4 O-O 10. Qe2 b6 11. Rd1 Ba6 12. Bg5 h6 13. Bxf6 Nxf6 14. Ne5 Qc7 15. f4 Rfd8 16. g4 Nd7 17. Nxd7 Rxd7 18. d5 Qxf4 19. dxc6 Rd3 20. e5 Re3 21. Qf2 Qxe5 22. Rd7 Bc5 23. Qxf7+ Kh7 24. Kh1 Rf8,d4,d5,c4,e6,Nf3,Nf6,g3,dxc4,Bg2,Nbd7,O-O,c6,a4,a5,Nc3,Be7,e4,O-O,Qe2,b6
"Nihal,Sarin",lichess.org INT,0.5,Queen's Gambit Accepted: Furman Variation,1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. dxc5 Bxc5 8. Qxd8+ Kxd8 9. Nbd2 Ke7 10. Be2 b6 11. a3 Bb7 12. b4 Bd6 13. Bb2 Nbd7 14. Nc4 Bc7 15. Rfd1 Rhd8 16. Rac1 Rac8 17. h3 h6 18. Nce5 Nxe5 19. Nxe5 Rxd1+ 20. Bxd1 b5 21. Bf3 Bxf3 22. gxf3 Bxe5 23. Rxc8 Bxb2 24. Ra8 Bxa3 25. Rxa6 Bxb4 26. Rb6 Bd6 27. Rxb5 g5 28. Rb7+ Kf8 29. Kg2 Kg7 30. Rb6 Bf8 31. Rb7 Kg6 32. Kg1 Nd5 33. Kg2 Ne7 34. Rb8 Bg7 35. Rb7 Nf5 36. Kf1 Nd6 37. Rc7 Nf5 38. Rb7 h5 39. Rb8 Be5 40. Rg8+ Bg7 41. Rb8 Nh4 42. Ke2 f5 43. Rb6 Kf6 44. Ra6 Ng6 45. Kf1 Bf8 46. Ra8 Bd6 47. Ra6 Be5 48. Ra8 f4 49. Ke2 Bd6 50. Ra6 Be7 51. Ra8 Bc5 52. Ra5 Bb6 53. Ra6 Bc7 54. Ra7 Be5 55. Ra5 Bc7 56. Ra7 Be5 57. Ra5 Bc7 58. Ra7,d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,Bxc4,c5,O-O,a6,dxc5,Bxc5,Qxd8+,Kxd8,Nbd2,Ke7,Be2,b6
"Nihal,Sarin",lichess.org INT,0.0,"French Defense: Steinitz Variation, Boleslavsky Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3 a6 8. Qd2 b5 9. dxc5 Bxc5 10. Bxc5 Nxc5 11. Qf2 Qb6 12. Bd3 Bb7 13. O-O h6 14. Rae1 O-O-O 15. Ne2 d4 16. a3 g5 17. b4 Nxd3 18. cxd3 gxf4 19. Nxf4 Ne7 20. Nh4 Rhg8 21. h3 Rg5 22. Kh2 Kb8 23. Nf3 Rgg8 24. Nh4 Rc8 25. Rc1 Ka7 26. Ne2 Rxc1 27. Rxc1 Nf5 28. g4 Nxh4 29. Qxh4 Rg5 30. Rc5 Qd8 31. Qxh6 Rg6 32. Qf4 Qh4 33. Rc7 Rh6 34. Qf3,e4,e6,d4,d5,Nc3,Nf6,e5,Nfd7,f4,c5,Nf3,Nc6,Be3,a6,Qd2,b5,dxc5,Bxc5,Bxc5,Nxc5
"Nihal,Sarin",lichess.org INT,0.5,Zukertort Opening,1. Nf3 d5 2. e3 Nf6 3. c4 e6 4. b3 Bd6 5. Bb2 b6 6. Nc3 a6 7. cxd5 exd5 8. g3 Bb7 9. Bg2 O-O 10. O-O Nbd7 11. Rc1 Qe7 12. Ne2 Nc5 13. Qc2 a5 14. Rfd1 Nce4 15. Ned4 Qd7 16. d3 Nc5 17. Nh4 Ne8 18. Ndf5 f6 19. Bh3 Qf7 20. Ba3 Bc8 21. Bg2 Be6 22. Nxd6 cxd6 23. Nf3 Rc8 24. Nd4 Bg4 25. Re1 Nc7 26. Qd2 Rfe8 27. Ne2 Bf5 28. Nf4 g5 29. e4 dxe4 30. Bxc5 dxc5 31. dxe4 Rcd8 32. Qc3 Nb5 33. Qb2 gxf4 34. exf5 fxg3 35. hxg3 Nd4 36. Rcd1 Kh8 37. a3 Qxb3 38. Rxe8+ Rxe8 39. Qxb3 Nxb3 40. Rd6 c4 41. Rxf6 Rc8 42. Bd5 a4 43. Rxb6 c3 44. Be4 c2 45. Bxc2 Rxc2 46. f6 Kg8 47. Rb4 Rc6 48. Rxa4 Rxf6 49. Rb4 Nc5 50. Rc4 Nd3 51. Rc8+ Kg7 52. Rc2 Ne5 53. Re2 Nf3+ 54. Kg2 Nd4 55. Re4 Nf5 56. a4 Ra6 57. Rf4 Ne7 58. Rg4+ Kh8 59. Rc4 Nd5 60. Rd4 Nf6 61. Rc4 Kg7 62. Rc7+ Kg6 63. Rc4 h5 64. Rd4 Ra5 65. Kf3 Rf5+ 66. Kg2 Ng4 67. Rd6+ Kg7 68. Rd7+ Kg6 69. Rd6+ Nf6 70. Ra6 Rc5 71. a5 Rc2 72. Kf1 Kf5 73. Ra8 Kg4 74. Ke1 Ne4 75. Rf8 Ng5 76. Rf4+ Kh3 77. Rh4+ Kg2 78. Rxh5 Nf3+ 79. Kd1 Rxf2 80. Rd5 Ra2 81. Kc1 Kxg3 82. Kb1 Ra4 83. Kb2 Kf4 84. Kb3 Ra1 85. Kb4 Ke4 86. Rd8 Nd4 87. Re8+ Kd5 88. Rd8+ Ke5 89. Re8+ Ne6 90. Rh8 Kd5 91. Rh5+ Kd6 92. Kb5 Rb1+ 93. Kc4 Ra1 94. Rd5+ Kc6 95. Rh5 Ra4+ 96. Kb3 Rg4 97. Rh6 Re4 98. Rh5 Nc5+ 99. Kc3 Kb5 100. a6 Ra4 101. a7 Rxa7 102. Kc2 Ra3 103. Rh4 Re3 104. Rh5 Kc4 105. Rh8 Re2+ 106. Kd1 Rg2 107. Rd8 Ne4 108. Ke1 Ng3 109. Rg8 Kd3 110. Rd8+ Ke3 111. Kd1 Ne4 112. Kc1 Nc5 113. Kb1 Nd3 114. Rc8 Rb2+ 115. Ka1 Rb7 116. Ka2 Kd4 117. Ka3 Nc5 118. Rh8 Kc3 119. Rh3+ Nd3 120. Ka4 Kc4 121. Rh4+ Kc3 122. Rh3 Rb4+ 123. Ka5 Rb1 124. Ka6 Kd4 125. Rh5 Ne5 126. Ka7 Nc6+ 127. Ka6 Ne5 128. Ka7 Kd5 129. Rg5 Kd6 130. Rh5 Kc7 131. Rh7+ Nd7 132. Ka6 Kd6 133. Ka5 Ne5 134. Ka4 Kd5 135. Rh4 Rb8 136. Ka3 Nc4+ 137. Ka4 Nd6 138. Rh5+ Kd4 139. Rh4+ Ne4 140. Ka3 Kd3 141. Ka4 Nc3+ 142. Ka5 Nd5 143. Ka6 Rb1 144. Ka7 Nb4 145. Kb7 Nc2+ 146. Kc7 Nd4 147. Rh3+ Kc4 148. Rh5 Rg1 149. Kd7 Rg6 150. Kc8 Nb5 151. Kd8 Rg7,Nf3,d5,e3,Nf6,c4,e6,b3,Bd6,Bb2,b6,Nc3,a6,cxd5,exd5,g3,Bb7,Bg2,O-O,O-O,Nbd7
"Kukhmazov,A",lichess.org INT,0.0,Catalan Opening: Open Defense,1. d4 e6 2. c4 d5 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 Bd7 6. Ne5 Bc6 7. Nxc6 Nxc6 8. O-O Qd7 9. e3 Nd5 10. Nd2 Nb6 11. Qe2 Na5 12. Ne4 Nd5 13. Bd2 Nc6 14. Qxc4 h5 15. h4 O-O-O 16. Rfc1 Kb8 17. a3 e5 18. Nc5 Bxc5 19. Qxc5 exd4 20. exd4 Rhe8 21. b4 Re2 22. Bg5 f6 23. b5 Nce7 24. Qc4 Re6 25. Bd2 Nb6 26. Qc2 Re2 27. Bf3 Re6 28. a4 Rd6 29. Bf4 Nf5 30. Bxd6 Nxd6 31. a5 Nbc8 32. a6 b6 33. Bc6 Qf5 34. Qc3 Ne7 35. Re1 Nxc6 36. Qxc6 Qxb5 37. Qg2 Qd7 38. Rac1 Qc8 39. Qc6 Qd7 40. Re6 Qxc6 41. Rxc6 Nf5 42. Rc4 Kc8 43. Rec6 Rd7 44. Re6 Rxd4 45. Re8+ Kd7 46. Rxd4+ Nxd4 47. Ra8 Nc6 48. Kf1 b5 49. Ke2 b4 50. Kd3 Kd6 51. Kc4 Ke5 52. Rg8 Ke4 53. Rxg7 Kf3 54. Rxc7 Ne5+ 55. Kxb4 Kxf2 56. Rc3 f5 57. Kb5 Nf3 58. Rc7 Kxg3 59. Rxa7 Kxh4 60. Rd7 Ne5 61. Rd4+ Kg3 62. a7 Nf3 63. Rd3 Kf2 64. a8=Q Ne5 65. Qa2+ Ke1 66. Rh3,d4,e6,c4,d5,Nf3,Nf6,g3,dxc4,Bg2,Bd7,Ne5,Bc6,Nxc6,Nxc6,O-O,Qd7,e3,Nd5,Nd2,Nb6
"Willow,Jonah B",chess.com INT,1.0,"French Defense: Tarrasch Variation, Chistyakov Defense, Modern Line",1. e4 e6 2. d4 d5 3. Nd2 c5 4. Ngf3 cxd4 5. exd5 Qxd5 6. Bc4 Qd6 7. O-O Nf6 8. Nb3 Nc6 9. Nbxd4 Nxd4 10. Nxd4 a6 11. Re1 Qc7 12. Bb3 Bd7 13. Qf3 Bd6 14. h3 O-O-O 15. Bg5 Bh2+ 16. Kh1 Be5 17. Rad1 h6 18. Bh4 Bxd4 19. Rxd4 Bc6 20. Rxd8+ Rxd8 21. Qc3 Qf4 22. Bg3 Qf5 23. Kg1 Nh5 24. Be5 Qg5 25. g3 Rd2 26. h4 Qf5 27. Qxd2 Qf3 28. Bd5 Bxd5 29. Qc3+ Qxc3 30. Bxc3 Kd7 31. b3 f5 32. Be5 b5 33. Rd1 Kc6 34. Rd4 Kc5 35. c3 a5 36. Bb8 Nf6 37. Ba7+ Kc6 38. c4 bxc4 39. bxc4 Bf3 40. Rd8 g5 41. hxg5 hxg5 42. Be3 Ne4 43. Ra8 Nd6 44. Ra6+ Kd7 45. Rxa5 Nxc4 46. Ra7+ Kc6 47. Bxg5 Kb6 48. Re7 Bd5 49. Be3+ Nxe3 50. fxe3 Bxa2 51. Kf2 Kc5 52. Kf3 Kd6 53. Re8 Ke5 54. Rb8 Bd5+ 55. Kf2 Kf6 56. Rb4 Kg5 57. Ke1 Be4 58. Rb8 Kg4 59. Kf2 Kg5 60. Rg8+ Kf6 61. Ke2 Bd5 62. Kd3 Ke5 63. Rb8 Be4+ 64. Kc3 Bd5 65. Rb4 Bc6 66. Kc4 Bd5+ 67. Kc5 Be4 68. Rd4 Bd5 69. Kb6 Kd6 70. Ka5 Kc5 71. Rd1 Kc4 72. Kb6 Kc3 73. Kc7 Bb3 74. Rd6 Bd5 75. Kd8 Kd3 76. g4 fxg4 77. Ke7 Kxe3 78. Ra6 g3 79. Ra3+ Kf2 80. Ra2+ Bxa2,e4,e6,d4,d5,Nd2,c5,Ngf3,cxd4,exd5,Qxd5,Bc4,Qd6,O-O,Nf6,Nb3,Nc6,Nbxd4,Nxd4,Nxd4,a6
"Pichot,A",chess.com INT,0.0,"French Defense: Steinitz Variation, Boleslavsky Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3 a6 8. Be2 b5 9. O-O Qb6 10. Qd2 cxd4 11. Nxd4 Bc5 12. Rad1 Bb7 13. a3 f6 14. exf6 Nxf6 15. Rf3 Ne4 16. Nxe4 Bxd4 17. Nd6+ Kd7 18. Nxb7 Bxe3+ 19. Rxe3 Qxb7 20. Bg4 Rhe8 21. Qxd5+ Kc7 22. Qd6+ Kb6 23. b4 Qe7 24. Rxe6 Qxd6 25. Rdxd6 Rxe6 26. Rxe6,e4,e6,d4,d5,Nc3,Nf6,e5,Nfd7,f4,c5,Nf3,Nc6,Be3,a6,Be2,b5,O-O,Qb6,Qd2,cxd4
"Khamrakulov,D",chess.com INT,0.0,"French Defense: Tarrasch Variation, Closed Variation",1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. e5 Ne4 5. Nxe4 dxe4 6. c3 c5 7. Be3 Nc6 8. Bb5 cxd4 9. Qxd4 Qxd4 10. Bxd4 Bd7 11. Bxc6 Bxc6 12. Ne2 Be7 13. O-O f5 14. c4 Kf7 15. Bc3 Rhd8 16. Nd4 Rac8 17. Rfd1 Be8 18. b3 b5 19. Ba5 Rd7 20. Nxb5 Rxd1+ 21. Rxd1 Bxb5 22. cxb5 Rc5 23. a4 Rxe5 24. Kf1 Ke8 25. Bc3 Rc5 26. Bxg7 e5 27. b4 Rc4 28. Bxe5 Rxb4 29. Rd4 Rb3 30. Ke2 Kf7 31. Bb8 Bc5 32. Rd5 Rb2+ 33. Kd1 Bxf2 34. Rxf5+ Kg6 35. Rxf2 Rxf2 36. Bxa7 Rb2 37. b6 e3 38. a5 Kf5 39. a6 Ke4 40. b7 Ra2 41. b8=Q Ra1+ 42. Kc2 Ra2+ 43. Kb3,e4,e6,d4,d5,Nd2,Nf6,e5,Ne4,Nxe4,dxe4,c3,c5,Be3,Nc6,Bb5,cxd4,Qxd4,Qxd4,Bxd4,Bd7
