opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Romero Holmes, Alfonso",Oviedo,1.0,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1. e4 c5 2. Nc3 Nc6 3. Nf3 e6 4. d4 cxd4 5. Nxd4 Qc7 6. g3 a6 7. Bg2 d6 8. O-O Nf6 9. Re1 Rb8 10. b3 Be7 11. Nxc6 bxc6 12. Na4 O-O 13. c4 c5 14. Bb2 Nd7 15. f4 Bb7 16. Qd2 Bc6 17. Nc3 Bf6 18. Nd1 Bxb2 19. Nxb2 Rbd8 20. Rad1 Nb8 21. f5 Qe7 22. Nd3 e5 23. Nf2 Bb7 24. Ng4 f6 25. Ne3 Nc6 26. Nd5 Qf7 27. Rf1 Nd4 28. Rf2 Ra8 29. Nc3 a5 30. Nb5 Rfd8 31. Qd3 a4 32. Nxd4 exd4 33. b4 a3 34. Rb1 Ra4 35. bxc5 dxc5 36. e5 Bxg2 37. e6 Qc7 38. Kxg2 Qc6+ 39. Kh3 Kf8 40. Rb5 Ke7 41. Qb1 Ra7 42. Rb6 Qc7 43. Rd2 Rd6 44. Rb5 Qc6 45. Rd3 Rd8 46. Rdb3 Rc7 47. Rb6 Qa4 48. Rb7 Rc8 49. Rxc7+ Rxc7 50. Rb7 Qc6 51. Qb5 Qxb7,e4,c5,Nc3,Nc6,Nf3,e6,d4,cxd4,Nxd4,Qc7,g3,a6,Bg2,d6,O-O,Nf6,Re1,Rb8,b3,Be7
"Adams, Michael",Roquebrune,1.0,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. g3 a6 7. Bg2 Nf6 8. O-O d6 9. Re1 Rb8 10. b3 Be7 11. Bb2 O-O 12. Qd2 Nxd4 13. Qxd4 b5 14. Rac1 Bb7 15. Nd1 Rfd8 16. Ne3 Qc5 17. e5 dxe5 18. Qxc5 Bxc5 19. Bxe5 Bxg2 20. Bxb8 Bf3 21. Be5 Ne4 22. c4 f6 23. cxb5 fxe5 24. bxa6 Ra8 25. Rc2 Rxa6 26. Nc4 Bd4 27. h4 Kf7 28. Nxe5+ Bxe5 29. Re3 Bg4 30. Rxe4 Bf5 31. Rec4 Bxc2 32. Rxc2 Kf6 33. Kg2 Bd4 34. a4 Rb6 35. Rd2 e5 36. Rd3 h5 37. f4 Rc6 38. Kf3 Kf5 39. fxe5 Kxe5 40. g4 Rf6+ 41. Kg3 Ke4 42. Rd2 Rf3+ 43. Kg2 hxg4 44. b4 Be5 45. Rc2 Rg3+ 46. Kf2 Rh3 47. Rc4+ Kf5 48. a5 Rh2+ 49. Kg1 Ra2 50. h5 g3 51. Kf1 Bf4 52. Rc3 Ke4,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7,g3,a6,Bg2,Nf6,O-O,d6,Re1,Rb8,b3,Be7
"Anand, Viswanathan",Roquebrune,0.5,Sicilian Defense: Godiva Variation,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qb6 5. Nb3 Nf6 6. Nc3 e6 7. Bd3 a6 8. O-O Qc7 9. Kh1 b5 10. f4 d6 11. Be3 Be7 12. a4 b4 13. Nb1 e5 14. N1d2 Ng4 15. Bg1 exf4 16. Rxf4 Nce5 17. Be2 h5 18. a5 Bg5 19. Rf1 Be3 20. Bxg4 Bxg4 21. Nf3 Bxg1 22. Kxg1 Nxf3+ 23. gxf3 Bh3 24. Rf2 O-O 25. Qd5 g6 26. Nd4 Rae8 27. Kh1 Re5 28. Qc6 Rxa5 29. Rd1 Rc8 30. Qxc7 Rxc7 31. Rfd2 Re5 32. Ra1 d5 33. Ra5 Rd7 34. Nb3 f6 35. Raxd5 Rdxd5 36. Rxd5 Rxd5 37. exd5 Kf7 38. c4 bxc3 39. bxc3 Ke7 40. Kg1 Kd6 41. c4 Bf5 42. Kf2 Bc2 43. Na5 Kc5 44. Ke3 Kb4 45. d6 Bf5 46. Nc6+ Kc5 47. Nb8 Kxd6 48. Nxa6,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Qb6,Nb3,Nf6,Nc3,e6,Bd3,a6,O-O,Qc7,Kh1,b5,f4,d6
"Piket, Jeroen",Roquebrune,1.0,Trompowsky Attack,1. d4 Nf6 2. Bg5 g6 3. Bxf6 exf6 4. e3 Bg7 5. h4 b6 6. h5 Bb7 7. Ne2 d6 8. c3 Nd7 9. Nd2 f5 10. Nf4 Qe7 11. Qb3 Nf6 12. Bc4 c6 13. h6 Bf8 14. d5 c5 15. Bb5+ Kd8 16. Bc6 Ng4 17. Nc4 Rb8 18. Bxb7 Rxb7 19. a4 a6 20. Kf1 Bxh6 21. Re1 Re8 22. Nd3 Bg5 23. Rxh7 Nf6 24. Rh3 Ne4 25. Rd1 Bf6 26. Qc2 Ng5 27. Rh1 Kc7 28. Nf4 Qe4 29. Qe2 Rbb8 30. Ne6+ Nxe6 31. f3 Nf4 32. fxe4 Nxe2 33. Kxe2 Rxe4 34. Nd2 Re7 35. Kf3 Rbe8 36. Nf1 Re4 37. Rh7 R8e7 38. Ra1 Bg5 39. Re1 Rxa4 40. Ng3 f4 41. exf4 Rxf4#,d4,Nf6,Bg5,g6,Bxf6,exf6,e3,Bg7,h4,b6,h5,Bb7,Ne2,d6,c3,Nd7,Nd2,f5,Nf4,Qe7
"Magem Badals, Jorge",Dos Hermanas,1.0,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 a6 7. O-O Nf6 8. Be3 Be7 9. f4 d6 10. a4 O-O 11. Kh1 Bd7 12. Bf3 Rab8 13. Qe1 Na5 14. Qg3 Nc4 15. Bc1 b5 16. axb5 axb5 17. b3 e5 18. fxe5 Nxe5 19. Bh6 Ng6 20. Bd2 Qc5 21. Nce2 Rfe8 22. Qf2 Ne5 23. Nf4 Ra8 24. Nd3 Qc7 25. Bb4 Bf8 26. Qg3 Rxa1 27. Rxa1 Qb6 28. Bc3 g6 29. Re1 Bg7 30. Qf2 Rc8 31. Bb2 Nfg4 32. Bxg4 Nxg4 33. Qg1 Qa5 34. h3 Ne5 35. Qf2 Rf8 36. Nf4 Kh8 37. Nd5 Qa2 38. Bc3 Nd3 39. Qg3 Nxe1 40. Qxe1 Rc8 41. Qd1 Qa7 42. Ne2 Be6 43. Bxg7+ Kxg7 44. Nef4 Ra8 45. Kh2 Qa1,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7,Be2,a6,O-O,Nf6,Be3,Be7,f4,d6,a4,O-O
"Lobron, Eric",Groningen,0.0,Trompowsky Attack,1. d4 Nf6 2. Bg5 c5 3. Bxf6 gxf6 4. d5 Qb6 5. Qc1 f5 6. g3 c4 7. Bg2 Na6 8. c3 h5 9. Nf3 Nc7 10. Na3 Nxd5 11. Nxc4 Qc5 12. Nce5 Nf6 13. O-O e6 14. c4 d6 15. Nd3 Qc7 16. Rd1 Bd7 17. Qc3 Rh6 18. Rac1 Ne4 19. Qc2 Rc8 20. Nd2 Bc6 21. Nf4 h4 22. Nxe4 fxe4 23. Bxe4 hxg3 24. hxg3 f5 25. Bxc6+ Qxc6 26. f3 b5 27. b3 d5 28. Kg2 bxc4 29. bxc4 dxc4 30. Qd2 Rh7 31. Qe3 Kf7 32. Rd4 Bc5 33. Rdxc4 Bxe3 34. Rxc6 Rd8 35. Rc7+ Kg8 36. Rc8 Rd7 37. Nxe6 Rxc8 38. Rxc8+ Kf7 39. Nd8+ Kg6 40. Rc6+ Kh7 41. Re6 f4 42. gxf4 Rg7+ 43. Kh3 Bxf4 44. Re4 Rg3+ 45. Kh4 Bd6 46. Nf7,d4,Nf6,Bg5,c5,Bxf6,gxf6,d5,Qb6,Qc1,f5,g3,c4,Bg2,Na6,c3,h5,Nf3,Nc7,Na3,Nxd5
"Ivanchuk, Vassily",Monte Carlo,0.0,"Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack",1. e4 c5 2. Nc3 Nc6 3. Nge2 e6 4. d4 cxd4 5. Nxd4 Qc7 6. Be3 a6 7. Bd3 Nf6 8. O-O Bd6 9. Nxc6 dxc6 10. f4 e5 11. f5 b5 12. a4 Rb8 13. Kh1 O-O 14. Rf3 Rd8 15. Rh3 h6 16. axb5 axb5 17. Qe1 Be7 18. Qg3 Kf8 19. Bxh6 gxh6 20. Rxh6 Ke8 21. Qg7 Qd6 22. Rh8+ Kd7 23. Rxd8+ Bxd8 24. Bxb5 cxb5 25. Rd1 Qxd1+ 26. Nxd1 Ke7 27. Nf2 Bb7 28. Qg5 Ra8 29. h3 Kf8 30. Qh6+ Ke8 31. Qh8+ Ke7 32. Qh4 Kd6 33. Qh6 Ke7 34. Qh4 Ra6 35. Ng4 b4 36. Kh2 Ke8 37. Qh8+ Kd7 38. Nxe5+ Ke7 39. Qg7 Bc7 40. Qxf7+ Kd8 41. Kg1 Ra1+ 42. Kf2 Nxe4+ 43. Ke2 Ng3+ 44. Kd2 Nf1+ 45. Ke2 Ba6+ 46. Nd3 Ng3+ 47. Ke3 Bb6+ 48. Kf4 Nxf5 49. Qg8+ Kc7 50. Kxf5 Rf1+ 51. Kg4 Bc8+ 52. Kh4 Kb8 53. Qe8 Rf5 54. g4 Rf3 55. Nxb4 Bf2+ 56. Kg5 Be3+ 57. Kg6 Rxh3 58. Nd5 Bd4 59. Ne7 Rh8 60. Qb5+ Bb7 61. Nc6+ Kc7 62. Nxd4 Rg8+ 63. Kf7 Rxg4 64. Ne6+ Kb8 65. Nc5 Rf4+ 66. Kg7 Rg4+ 67. Kh6,e4,c5,Nc3,Nc6,Nge2,e6,d4,cxd4,Nxd4,Qc7,Be3,a6,Bd3,Nf6,O-O,Bd6,Nxc6,dxc6,f4,e5
Comp Deep Blue,New York,0.0,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 a6 7. O-O Bb4 8. Nxc6 bxc6 9. Qd4 Bd6 10. Qxg7 Bxh2+ 11. Kh1 Be5 12. Bf4 Bxg7 13. Bxc7 d5 14. Rad1 Ne7 15. Na4 Ra7 16. Bd6 Ra8 17. c3 Ng6 18. Bc7 Ra7 19. Bb8 Rb7 20. Bg3 O-O 21. exd5 cxd5 22. Rfe1 f5 23. Bd6 Rd8 24. Ba3 Rc7 25. Bb4 Rc6 26. Ba5 Rf8 27. Bb6 Rf7 28. Kg1 Bf8 29. b3 Bb7 30. Bh5 Re7 31. Kf1 Kf7 32. c4 Rc8 33. Ba5 dxc4 34. Nb6 Rb8 35. Nd7 Rc8 36. Bb4 cxb3 37. Nxf8 Rxf8 38. axb3 Rb8 39. Bxe7 Kxe7 40. Rd4 a5 41. Ra4 Bc6 42. Rxa5 Rxb3 43. Ra7+ Kf6 44. Rxh7 Nf4 45. g3 Bb5+ 46. Kg1 Nh3+ 47. Kg2 Ng5 48. Rh6+ Ke7 49. Re5 Bc6+ 50. Kf1 Rb1+ 51. Re1 Rb2 52. Be2 Ne4 53. Rd1 Bd5 54. Rc1 Nd2+ 55. Ke1 Ne4 56. Ra1 Nc3 57. Bd3 Na2 58. Kf1 Nb4 59. Bxf5 Nc6 60. Rd1 Bc4+ 61. Bd3 Bb3 62. Rb1 Rxb1+ 63. Bxb1 Bd5 64. Rh7+ Kf6 65. Rh4 Ne5 66. Ke2 Bf3+ 67. Ke3 Bc6 68. f4 Nf7 69. g4 e5 70. g5+ Kg7 71. Rh7+ Kg8 72. g6 exf4+ 73. Kxf4,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7,Be2,a6,O-O,Bb4,Nxc6,bxc6,Qd4,Bd6,Qxg7,Bxh2+
"Shirov, Alexei",Buenos Aires,1.0,Sicilian Defense: Taimanov Variation,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 d6 6. g4 a6 7. Be3 Nge7 8. Nb3 b5 9. f4 Bb7 10. Qf3 g5 11. fxg5 Ne5 12. Qg2 b4 13. Ne2 h5 14. gxh5 Nf5 15. Bf2 Qxg5 16. Na5 Ne3 17. Qg3 Qxg3 18. Nxg3 Nxc2+ 19. Kd1 Nxa1 20. Nxb7 b3 21. axb3 Nxb3 22. Kc2 Nc5 23. Nxc5 dxc5 24. Be1 Nf3 25. Bc3 Nd4+ 26. Kd3 Bd6 27. Bg2 Be5 28. Kc4 Ke7 29. Ra1 Nc6,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,d6,g4,a6,Be3,Nge7,Nb3,b5,f4,Bb7,Qf3,g5
"Kamsky, Gata",Monte Carlo,0.0,Trompowsky Attack,1. d4 Nf6 2. Bg5 Ne4 3. Bf4 c5 4. f3 Nf6 5. d5 g6 6. e4 Bg7 7. Nc3 O-O 8. Qd2 d6 9. Bh6 a6 10. Bxg7 Kxg7 11. Nge2 b5 12. Nf4 Nbd7 13. h4 h5 14. a4 b4 15. Nd1 Ne5 16. Ne3 a5 17. Nd3 Ned7 18. Nf2 Nb6 19. g4 e6 20. g5 Ng8 21. f4 exd5 22. Nxd5 Bb7 23. Nxb6 Qxb6 24. O-O-O Rad8 25. f5 d5 26. f6+ Kh7 27. Qe3 dxe4 28. Bg2 Rd4 29. Bxe4 Rfd8 30. Rxd4 cxd4 31. Qb3 Rd7 32. Re1 d3 33. Nxd3 Bxe4 34. Rxe4 Qg1+ 35. Re1 Qd4 36. Kb1 Nxf6 37. gxf6 Qxf6 38. Re4 Qf3 39. Rf4 Qh1+ 40. Ka2 f5 41. Ne5 Rg7 42. Nf3 Qd1 43. Rd4 Qh1 44. Rd8,d4,Nf6,Bg5,Ne4,Bf4,c5,f3,Nf6,d5,g6,e4,Bg7,Nc3,O-O,Qd2,d6,Bh6,a6,Bxg7,Kxg7
"Salov, Valery",Madrid,0.0,Trompowsky Attack,1. d4 Nf6 2. Bg5 Ne4 3. Bf4 c5 4. f3 Qa5+ 5. c3 Nf6 6. Nd2 cxd4 7. Nb3 Qh5 8. cxd4 d5 9. g4 Qh4+ 10. Bg3 Qh6 11. h4 Nfd7 12. Rc1 Na6 13. Nh3 Qb6 14. e3 e6 15. a3 Be7 16. Bd3 Nf8 17. Rc3 Bd7 18. Qc1 Bb5 19. Bb1 Nd7 20. Nf4 Bd6 21. Kf2 Ba4 22. Nd2 Nc7 23. Nh5 Bxg3+ 24. Nxg3 O-O-O 25. b3 Bc6 26. b4 Kb8 27. Nb3 Nb5 28. Rc2 Nd6 29. Nc5 Bb5 30. a4 Bc4 31. Qa3 Rhe8 32. Nh5 Nf6 33. Nf4 Nd7 34. Qc3 Qc7 35. Rcc1 g6 36. Nfd3 Ka8 37. Ne5 Nxe5 38. dxe5 Nc8 39. Nb3 Nb6 40. a5 Nd7 41. f4 f6 42. Nd2 fxe5 43. Nxc4 dxc4 44. Qxc4 Qb8 45. Qc7 exf4 46. exf4 Nf6 47. Qxb8+ Kxb8 48. g5 Nd5 49. Rc4 e5 50. fxe5 Rxe5 51. Rh3 Rde8 52. Rf3 a6 53. Bd3 R8e7 54. Rf8+ Ka7 55. Rd4 b6 56. axb6+ Kxb6 57. Bf1 Rc7 58. Bg2 Rc2+ 59. Kg3 Ne7 60. Be4 Re2 61. Rf6+ Kc7 62. Kf3 Rh2 63. Kf4 Rb5 64. Kg3 Rb2 65. Rf7 Re5 66. Rxh7 Kc8 67. Rf7 Re2 68. Kf3 Re1 69. Rf6 a5 70. Kf4 Rb5 71. Re6 Nf5 72. Rc6+ Kb8 73. Rd8+ Kb7 74. Rc4+ Rxe4+ 75. Rxe4 axb4 76. h5 b3 77. hxg6 b2 78. Rd1 Kc6 79. Re5 b1=Q 80. Rxb1 Rxb1 81. Kxf5 Kd6 82. g7 Rb8 83. Re6+ Kd7 84. Rf6 Ke7 85. Kg6,d4,Nf6,Bg5,Ne4,Bf4,c5,f3,Qa5+,c3,Nf6,Nd2,cxd4,Nb3,Qh5,cxd4,d5,g4,Qh4+,Bg3,Qh6
"Piket, Jeroen",Monte Carlo,1.0,Trompowsky Attack,1. d4 Nf6 2. Bg5 Ne4 3. Bf4 c5 4. d5 Qb6 5. Nd2 Nxd2 6. Bxd2 e6 7. Bc3 exd5 8. Qxd5 Qe6 9. e4 Qxd5 10. exd5 d6 11. O-O-O f6 12. Ne2 Na6 13. Nf4 Nc7 14. h4 Bd7 15. h5 Kf7 16. Bd3 Be7 17. f3 Rae8 18. g4 f5 19. gxf5 Bg5 20. Bd2 Kf6 21. Rhg1 Bh6 22. Kb1 Re5 23. Ne6 Bxd2 24. Rxd2 Nxd5 25. Ng5 Bxf5 26. Bxf5 Rxf5 27. Ne4+ Ke5 28. Re1 Kf4 29. Nxd6 Rxh5 30. Rd3 Nf6 31. Nxb7 Re8 32. Red1 Rhe5 33. a3 h5 34. Rc3 Re1 35. Rxe1 Rxe1+ 36. Ka2 h4 37. Nxc5 h3 38. Nd3+ Kf5 39. Rc5+ Ke6,d4,Nf6,Bg5,Ne4,Bf4,c5,d5,Qb6,Nd2,Nxd2,Bxd2,e6,Bc3,exd5,Qxd5,Qe6,e4,Qxd5,exd5,d6
"Shirov, Alexei",Dos Hermanas,0.5,Sicilian Defense: Taimanov Variation,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 d6 6. g4 Nge7 7. Be3 a6 8. f4 Bd7 9. Nf3 Qa5 10. Bg2 h5 11. gxh5 d5 12. Bd2 Qb6 13. exd5 exd5 14. Qe2 O-O-O 15. O-O-O d4 16. Na4 Qc7 17. Ng5 Nf5 18. Nxf7 Re8 19. Be4 Nd6 20. Nxh8 Nxe4 21. Ng6 Nc5 22. Qc4 Be6 23. Qxc5 Bxc5 24. Nxc5 Bf5 25. Rde1 Rd8 26. Nh4 Qf7 27. Nxf5 Qxf5 28. Nd3 Qxh5 29. b3 Rd7 30. h4 Rc7 31. Kb2 b5 32. Re6 Kb7 33. Rhe1 Qxh4 34. f5 Qg4 35. Bf4 Rc8 36. f6 gxf6 37. Rxf6 Qg2 38. Ree6 Qd5 39. Rd6 Qg2 40. a3 Ka8 41. b4 Qf3 42. Rf7 Nb8 43. Rg7 Qe2 44. Nc5 Qc4 45. Bd2 Qe2 46. Nd7 Rc7 47. Nb6+ Kb7 48. Rxc7+ Kxc7 49. Bf4 d3 50. Rxd3+ Kxb6 51. Bxb8 Qe7 52. Bd6,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,d6,g4,Nge7,Be3,a6,f4,Bd7,Nf3,Qa5,Bg2,h5
"Shirov, Alexei",Monte Carlo,0.0,Sicilian Defense: Taimanov Variation,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 d6 6. g4 a6 7. Be3 Nge7 8. f4 Nxd4 9. Qxd4 Nc6 10. Qd2 b5 11. O-O-O Qa5 12. Kb1 Be7 13. g5 O-O 14. h4 Rd8 15. Qf2 Rb8 16. h5 d5 17. exd5 exd5 18. Bg2 d4 19. Bxd4 b4 20. Nd5 Be6 21. Nxe7+ Nxe7 22. b3 Nd5 23. Bxd5 Rxd5 24. Bb2 Rc8 25. Rxd5 Qxd5 26. Rc1 Bf5 27. h6 gxh6 28. gxh6 Bg6 29. Ka1 Qc5 30. Qd2 a5 31. Qd7 Bf5 32. Qb7 Re8 33. Qa6 Kf8 34. Qf6 Qd5 35. Qh8+ Ke7 36. Re1+ Be6 37. Qxh7 Qd2 38. Qe4 a4 39. h7 a3 40. Bd4 Kd7 41. h8=Q Rxh8 42. Bxh8 Bd5 43. Qe8+ Kd6 44. Qe2,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,d6,g4,a6,Be3,Nge7,f4,Nxd4,Qxd4,Nc6,Qd2,b5
Xie Jun,Monte Carlo,1.0,Sicilian Defense: Godiva Variation,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qb6 5. Nb3 Nf6 6. Nc3 e6 7. Bd3 d6 8. O-O Be7 9. Be3 Qc7 10. Qf3 b5 11. e5 Nd5 12. Nxd5 exd5 13. Qxd5 O-O 14. Nd4 Nxd4 15. Qxd4 Bb7 16. Rad1 dxe5 17. Qb6 axb6,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Qb6,Nb3,Nf6,Nc3,e6,Bd3,d6,O-O,Be7,Be3,Qc7,Qf3,b5
"Topalov, Veselin",Novgorod,0.0,"Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. Bd3 b5 8. Nxc6 Qxc6 9. O-O Bb7 10. a3 Nf6 11. Re1 Be7 12. Qf3 d6 13. Qh3 h5 14. Bg5 Qc5 15. Be3 Qc6 16. f3 g5 17. a4 b4 18. Na2 g4 19. fxg4 d5 20. c3 bxc3 21. bxc3 Nxg4 22. Bd4 Bc5 23. Be2 Nf6 24. e5 Ne4 25. Nb4 Bxd4+ 26. cxd4 Qb6 27. Nc2 Rc8 28. Rab1 Qa7 29. Bd3 Rg8 30. a5 Bc6 31. Rb6 Bb5 32. Bxe4 dxe4 33. Rxe6+ Kf8 34. Qa3+ Kg7 35. Re7 Rc7 36. Rxc7 Qxc7 37. Ne3 Kh8 38. Rc1 Qd8 39. d5 Qg5 40. Qc3 Kh7 41. Qd4 Bd3 42. d6 h4 43. Rc7 Rb8 44. Rxf7+ Kg8 45. e6 Qxe3+ 46. Qxe3 Rb1+ 47. Qc1 Rxc1+ 48. Kf2 Rc6 49. Rd7 Bb5 50. Ke3 Rc2 51. Rc7 Re2+ 52. Kf4 Rf2+ 53. Kxe4 Re2+ 54. Kf5 Rf2+ 55. Ke5 Re2+ 56. Kf6 Rf2+ 57. Ke7 Re2 58. d7 Bxd7 59. Kxd7 Rd2+ 60. Ke8,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7,Be3,a6,Bd3,b5,Nxc6,Qxc6,O-O,Bb7,a3,Nf6
"Topalov, Veselin",Vienna,0.5,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. g3 a6 7. Bg2 Nf6 8. O-O d6 9. Re1 Rb8 10. Nxc6 bxc6 11. e5 dxe5 12. Rxe5 Qxe5 13. Bf4 Qc5 14. Bxb8 Be7 15. Bf4 O-O 16. Na4 Qb5 17. b3 e5 18. c4 Qb8 19. Be3 e4 20. Bf4 Qa7 21. Qc2 Bf5 22. h3 h5 23. Rd1 Re8 24. Qe2 Qb7 25. Kh2 Qc8 26. Bd6 h4 27. Bxe7 Rxe7 28. Nb6 Qc7 29. Qe3 hxg3+ 30. fxg3 Bg4 31. Rd2 Bf3 32. c5 Bxg2 33. Kxg2 Qe5 34. b4 Qa1 35. a3 Re5 36. g4 Kh7 37. Rf2 Qd1 38. Rf1 Qc2+ 39. Rf2 Qd1 40. Rf1 Qc2+ 41. Rf2,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7,g3,a6,Bg2,Nf6,O-O,d6,Re1,Rb8,Nxc6,bxc6
"Shirov, Alexei",Yerevan,0.5,Sicilian Defense: Taimanov Variation,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 d6 6. g4 Nge7 7. Be3 Ng6 8. Nb3 a6 9. Qd2 b5 10. O-O-O Nge5 11. g5 Na5 12. f4 Nec4 13. Qf2 Rb8 14. f5 Nxe3 15. Qxe3 Qb6 16. Qg3 Be7 17. Nxa5 Qxa5 18. e5 d5 19. f6 Bb4 20. Nxd5 exd5 21. e6 Rb7 22. exf7+ Kxf7 23. fxg7 Re8 24. g6+ Kxg7 25. gxh7+ Kh8 26. Rg1 Rxh7 27. Qg6 Qd8 28. Bd3 Qe7 29. Qxh7+ Qxh7 30. Bxh7 Kxh7 31. Rxd5 Bf8 32. Rdd1 Re2 33. Rde1 Rxh2 34. Rh1 Rxh1 35. Rxh1+ Kg6 36. Rh8 Kg7 37. Rh1 Kf7 38. Kd2 Ke7 39. Rh7+ Ke6 40. Rc7 Bd7,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,d6,g4,Nge7,Be3,Ng6,Nb3,a6,Qd2,b5,O-O-O,Nge5
"Shirov, Alexei",Madrid,0.0,Sicilian Defense: Taimanov Variation,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 d6 6. g4 a6 7. Be3 Nge7 8. f4 b5 9. g5 Bb7 10. Bg2 h6 11. gxh6 Ng6 12. Nxc6 Bxc6 13. Qd4 Qh4+ 14. Kd2 gxh6 15. Raf1 Rg8 16. Kc1 Rc8 17. Rhg1 Ne7 18. Qd2 b4 19. Nd1 Ba4 20. b3 Bb5 21. Rf3 Nc6 22. Rh3 Qd8 23. Kb1 Rg4 24. Nf2 Rxg2 25. Rxg2 Bf1 26. Ng4 Bg7 27. f5 Bc3 28. Qf2 Bxg2 29. Qxg2 exf5 30. Nxh6 Kd7 31. Nxf5 Qg8 32. Qe2 Qg6 33. Rh6 Qg8 34. Rxd6+ Ke8 35. Qxa6 Ne7 36. Qb5+,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,d6,g4,a6,Be3,Nge7,f4,b5,g5,Bb7,Bg2,h6
"Svidler, Peter",Tilburg,0.5,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 a6 7. O-O Nf6 8. Be3 Bb4 9. Na4 Be7 10. Nxc6 bxc6 11. Nb6 Rb8 12. Nxc8 Qxc8 13. e5 Nd5 14. Bc1 Bc5 15. c4 Ne7 16. b3 Qc7 17. Bb2 d6 18. Bh5 O-O 19. Qe2 a5 20. Rac1 Nf5 21. Rfd1 a4 22. Rd3 axb3 23. axb3 Rbd8 24. exd6 Bxd6 25. g3 Bc5 26. Rcd1 Rxd3 27. Qxd3 Qb6 28. Rd2 Bb4 29. Rd1,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7,Be2,a6,O-O,Nf6,Be3,Bb4,Na4,Be7,Nxc6,bxc6
"Sutovskij, Emil",Hoogeveen,0.0,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1. e4 c5 2. Nf3 e6 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 Qc7 6. g3 a6 7. Bg2 Nf6 8. O-O Nxd4 9. Qxd4 Bc5 10. Bf4 d6 11. Qd2 h6 12. Rad1 e5 13. Be3 Ke7 14. Bxc5 Qxc5 15. Na4 Qc6 16. f4 a5 17. Qd3 Ra6 18. fxe5 dxe5 19. Qa3+ Ke8 20. Rf3 b5 21. Rc3 Qb7 22. Qc5 Bd7 23. Qxe5+ Re6 24. Qd4 bxa4 25. e5 Qb6 26. exf6 gxf6 27. Bh3 Qxd4+ 28. Rxd4 Ke7 29. Rc7 Rd8 30. Bxe6 fxe6 31. c4 e5 32. Rd2,e4,c5,Nf3,e6,Nc3,Nc6,d4,cxd4,Nxd4,Qc7,g3,a6,Bg2,Nf6,O-O,Nxd4,Qxd4,Bc5,Bf4,d6
