opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Ljubojevic, Ljubomir",Monte Carlo,0.5,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 Qc7 7. Nf3 e6 8. a4 Be7 9. Bd3 Nbd7 10. O-O b6 11. Qe1 Bb7 12. Kh1 Nc5 13. b4 Nxd3 14. cxd3 d5 15. e5 Bxb4 16. Bd2 Bxc3 17. Bxc3 d4 18. Bb4 Nd5 19. Bd6 Qc3 20. Qe4 Rd8 21. f5 exf5 22. Qxf5 Rxd6 23. exd6 O-O 24. Ng5 Nf6 25. Ne4 Nxe4 26. dxe4 d3 27. Rad1 g6 28. Qf3 Qc4 29. Qxd3 Qxd3 30. Rxd3 Bxe4 31. Re3 f5 32. Rc3 Rd8 33. Rd1 b5 34. axb5 axb5 35. Rc7 b4 36. Rd4 b3 37. Rb4 Bd5 38. h4 Bf7 39. Rbb7 b2 40. d7 Be6 41. Rxb2 Rxd7 42. Rb8+ Kf7 43. Rxd7+ Bxd7 44. Rb7 Ke6 45. Kh2 f4 46. Kg1 h6 47. Kf2 Kd6 48. Ra7 Be6 49. Rh7 h5 50. Rg7 Bf5 51. Kf3 Ke5 52. Re7+ Be6 53. Re8 Kf5 54. Re7 Bd5+ 55. Kf2 Be4 56. Re8 Bd5 57. Rb8 Be4 58. Rb4 Ke5 59. Rb6 Kf5 60. Rb5+ Kf6 61. Rg5 Bf5 62. Ke2 Ke6 63. g3 fxg3 64. Rxg3 Bg4+ 65. Kf2 g5,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,Qc7,Nf3,e6,a4,Be7,Bd3,Nbd7,O-O,b6
"Polugaevsky, Lev",Monte Carlo,1.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e6 7. Bd3 b5 8. Qf3 Bb7 9. a3 Nbd7 10. g4 Nc5 11. Be3 Nfd7 12. O-O-O Qa5 13. Nb3 Nxb3+ 14. cxb3 b4 15. axb4 Qxb4 16. Bc2 Nc5 17. Bxc5 Qxc5 18. b4 Qxb4 19. Ba4+ Kd8 20. Qe3 Rc8 21. Rd4 Qc5 22. Rhd1 Rc7 23. Kb1 Kc8 24. Ne2 Be7 25. Rc1 Qa5 26. Rxc7+ Kxc7 27. Qb3 Rb8 28. Rc4+ Kd8 29. Bc6 Qc7 30. Nd4 Bf6 31. Bxb7 Rxb7 32. Qa4 Qd7 33. Nc6+ Ke8 34. e5 dxe5 35. fxe5 Bd8 36. Rd4,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e6,Bd3,b5,Qf3,Bb7,a3,Nbd7,g4,Nc5
"Anand, Viswanathan",Buenos Aires,0.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e5 7. Nf3 Nbd7 8. a4 Be7 9. Bd3 O-O 10. O-O Nc5 11. Kh1 exf4 12. Bxf4 Bg4 13. Qe1 Rc8 14. Nd4 Qb6 15. Be2 Bxe2 16. Qxe2 Rfe8 17. Nf5 Qxb2 18. Nd5 Nxd5 19. Qg4 Qf6 20. exd5 Bf8 21. Nh6+ Kh8 22. Be3 Qg6 23. Nxf7+ Kg8 24. Qh3 Ne4 25. Rf3 h5 26. Raf1 Qg4 27. Bd4 Qxh3 28. Rxh3 Rc7 29. Rhf3 Nd2 30. Ng5 Nxf3 31. gxf3 Rxc2 32. Ne6 Rec8 33. Be3 Re2 34. Bf4 Ra2 35. Rg1 Rxa4 36. Bh6 Kh8 37. Nxg7 Kh7,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e5,Nf3,Nbd7,a4,Be7,Bd3,O-O,O-O,Nc5
"Illescas Cordoba, Miguel",Dos Hermanas,0.5,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Ndb5 d6 7. Bf4 e5 8. Bg5 a6 9. Na3 b5 10. Nd5 Be7 11. Bxf6 Bxf6 12. c3 Bb7 13. Nc2 Nb8 14. g3 Bg5 15. h4 Bh6 16. g4 Bf4 17. Nxf4 exf4 18. f3 Nc6 19. Qd2 Qf6 20. O-O-O Rd8 21. g5 Qe5 22. Ne1 d5 23. Nd3 dxe4 24. Nxe5 Rxd2 25. Rxd2 Nxe5 26. fxe4 h6 27. g6 fxg6 28. Bh3 Kf7 29. Rd6 Re8 30. Rg1 Re7 31. b3 Bxe4 32. Rxa6 f3 33. Kd2 Bd3 34. Bf1 Bxf1 35. Rxf1 g5 36. hxg5 hxg5 37. Ke3 Ng4+ 38. Kxf3 Nh2+ 39. Kg2+ Nxf1 40. Kxf1 Rc7 41. Rb6,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,Nc3,Nc6,Ndb5,d6,Bf4,e5,Bg5,a6,Na3,b5,Nd5,Be7
"Lautier, Joel",Las Palmas,1.0,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Ndb5 d6 7. Bf4 e5 8. Bg5 a6 9. Na3 b5 10. Nd5 Be7 11. Bxf6 Bxf6 12. c3 Ne7 13. Nc2 Nxd5 14. Qxd5 Be6 15. Qc6+ Ke7 16. Nb4 Qd7 17. a4 Qxc6 18. Nxc6+ Kd7 19. Nb4 Kc7 20. Kd2 Bb3 21. Bd3 Kb6 22. Ra3 Bg5+ 23. Ke2 bxa4 24. Bc2 a5 25. Nd5+ Bxd5 26. exd5 Rhb8 27. Rxa4 Kc7 28. b3 Rb5 29. h4 Bh6 30. Rd1 Kb6 31. h5 Bg5 32. Rc4 Rc5 33. Rxc5 Kxc5 34. Bxh7 Rh8 35. Be4 Rxh5 36. Ra1 Kb6 37. Ra4 Bd8 38. Rc4 Kb7 39. Rc6 Rh6 40. g4 g5 41. Kd3 Bb6 42. f3 Bc7 43. Kc2 Rh2+ 44. Kb1 Rh1+ 45. Kb2 Rh2+ 46. Ka3 Rd2 47. c4 Kb8 48. c5 dxc5 49. Ka4 Kc8 50. Kb5 Kd8 51. Ra6 Rb2 52. Kc4 Rd2 53. Kxc5 Rd4 54. d6 Bb8 55. Ra8 Rb4 56. Bc6 Kc8 57. Bb5 Kb7 58. Rxa5 Rd4 59. Ba6+ Ka8 60. Bc8+ Ba7+ 61. Kc6 Kb8 62. d7 Rd3 63. Rb5+ Ka8 64. Bb7+ Kb8 65. Ba6+ Ka8 66. Rb8+,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,Nc3,Nc6,Ndb5,d6,Bf4,e5,Bg5,a6,Na3,b5,Nd5,Be7
"Kasparov, Gary",Linares,0.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e6 7. Be2 Be7 8. O-O Qc7 9. Qe1 Nbd7 10. a4 b6 11. Bf3 Bb7 12. Kh1 Rd8 13. Be3 O-O 14. Qg3 Nc5 15. f5 e5 16. Bh6 Ne8 17. Nb3 Nd7 18. Rad1 Kh8 19. Be3 Nef6 20. Qf2 Rfe8 21. Rfe1 Bf8 22. Bg5 h6 23. Bh4 Rc8 24. Qf1 Be7 25. Nd2 Qc5 26. Nb3 Qb4 27. Be2 Bxe4 28. Nxe4 Nxe4 29. Bxe7 Rxe7 30. Bf3 Nef6 31. Qxa6 Ree8 32. Qe2 Kg8 33. Bb7 Rc4 34. Qd2 Qxa4 35. Qxd6 Rxc2 36. Nd2 Nf8 37. Ne4 N8d7 38. Nxf6+ Nxf6 39. Qxb6 Ng4 40. Rf1 e4 41. Bd5 e3 42. Bb3 Qe4 43. Bxc2 Qxc2 44. Rd8 Rxd8 45. Qxd8+ Kh7 46. Qe7 Qc4,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e6,Be2,Be7,O-O,Qc7,Qe1,Nbd7,a4,b6
"San Segundo, Pablo",Madrid,1.0,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Ndb5 d6 7. Bf4 e5 8. Bg5 a6 9. Na3 b5 10. Nd5 Qa5+ 11. Bd2 Qd8 12. Bd3 Nxd5 13. exd5 Ne7 14. c4 g6 15. cxb5 Bg7 16. bxa6 O-O 17. Nb5 Bxa6 18. a4 Rc8 19. O-O Nxd5 20. Qb3 Nf4 21. Rfd1 Nxd3 22. Qxd3 Qh4 23. Qxd6 Bb7 24. Qb6 Ba8 25. h3 Rc2 26. Qe3 Rxb2 27. Nc7 Bb7 28. a5 f5 29. a6 f4 30. Qc5 Bxg2 31. Kxg2 f3+ 32. Kh2 Rc2 33. Qb6 e4 34. Be3 Be5+ 35. Kg1 Bxc7 36. Qe6+ Rf7 37. Rd7 Bh2+ 38. Kh1,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,Nc3,Nc6,Ndb5,d6,Bf4,e5,Bg5,a6,Na3,b5,Nd5,Qa5+
"Karpov, Anatoly",Monte Carlo,0.0,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. Bd3 dxc4 8. Bxc4 O-O 9. O-O b6 10. Bg5 Bb7 11. Re1 Nc6 12. Bd3 Be7 13. a3 Nd5 14. Be3 Nxc3 15. bxc3 Rc8 16. c4 Na5 17. Ne5 Bf6 18. Rc1 Bxe5 19. dxe5 Qh4 20. Qe2 Nb3 21. Rcd1 Rfd8 22. Bc2 Nd4 23. Bxd4 Rxd4 24. g3 Qh3 25. f3 Rxd1 26. Rxd1 g6 27. Rd7 Bc6 28. Rd4 Qh6 29. Kg2 Qc1 30. Qd3 Kg7 31. Kh3 b5 32. Bd1 Qa1 33. cxb5 Bxb5 34. Qd2 Bf1+ 35. Kh4 h6 36. g4 Qxa3 37. Rd7 Bb5 38. Rd6 Qc5 39. f4 Qg1 40. Bb3 Rc3 41. Bxe6 Rc2 42. Rd7 Bxd7,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,Bd3,dxc4,Bxc4,O-O,O-O,b6,Bg5,Bb7
"Ljubojevic, Ljubomir",Monte Carlo,0.5,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 Qc7 7. Nf3 Nbd7 8. a4 e6 9. Bd3 b6 10. O-O Bb7 11. Qe1 Nc5 12. f5 Be7 13. fxe6 Nxe6 14. Be3 O-O 15. Qg3 d5 16. exd5 Bc5 17. Bxc5 Qxc5+ 18. Kh1 Nxd5 19. Ne4 Qc7 20. Qxc7 Ndxc7 21. Nd6 Bd5 22. Ne5 Nc5 23. Bc4 Bxc4 24. Ndxc4 f6 25. Nc6 Rae8 26. Rae1 Rxe1 27. Rxe1 Nxa4 28. Nd6 Nxb2 29. c4 b5 30. Re7 Nxc4 31. Nxc4 Re8 32. Nd6 Rxe7 33. Nxe7+ Kf8 34. Nc6 Ne8 35. Ne4 Kf7 36. Nc5 Nc7 37. Kg1 Kg6 38. Kf2 Kf5 39. Ke3 h5 40. Nd4+ Ke5 41. Nd3+ Kd5 42. Nf5 g5 43. Ng3 h4 44. Ne4 Ke6 45. Ndc5+ Ke7 46. Kd4 a5 47. Nd3 a4 48. Kc5 a3 49. Nc3 Ke6 50. Kc6 Ne8 51. Nxb5 Kf5 52. Nxa3 Ke4 53. Ne1 Ke3 54. Kd5 Kf2 55. Nac2 Ng7 56. Ke4 Kg1 57. h3 Kf2 58. Kd5 f5 59. Ke5 g4 60. Kf6 gxh3 61. gxh3 Kg3 62. Kxg7 Kxh3 63. Nd4 Kg3 64. Nd3 h3 65. Ne2+ Kf3 66. Ng1+ Ke3,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,Qc7,Nf3,Nbd7,a4,e6,Bd3,b6,O-O,Bb7
"Smyslov, Vassily",Monte Carlo,1.0,"Ruy Lopez: Berlin Defense, l'Hermet Variation, Berlin Wall Defense",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3 Be6 10. Ng5 Ke8 11. Rd1 Be7 12. Nxe6 fxe6 13. Ne4 Rd8 14. Rxd8+ Kxd8 15. c3 h6 16. h3 Kc8 17. Kf1 Rf8 18. Ke2 Nh4 19. g3 Nf3 20. Bf4 Nh4 21. Be3 Nf3 22. Bc5 Bxc5 23. Nxc5 Nxe5 24. Nxe6 Rg8 25. Re1 b6 26. f4 Kd7 27. b3 Kxe6 28. Kf2 Rd8 29. Rxe5+ Kf6 30. Ke2 Rd5 31. Re8 Ra5 32. a4 b5 33. Re5 Ra6 34. axb5 Ra3 35. Rc5 cxb5 36. Rxb5 a5 37. Kd3 Ke6 38. Kc4 a4 39. b4 Ra2 40. Ra5 a3 41. Kb3 Rh2 42. Rxa3 Rxh3 43. g4 Re3 44. f5+ Kd5 45. Ra5+ Kc6 46. Ra6+ Kb5 47. Rg6 c5 48. bxc5 Re7 49. c6 Kc5 50. Kc2 Kd5 51. Kd3 Kc5 52. c4 Ra7 53. Ke4 Kxc4 54. f6 gxf6 55. Rxh6,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,d4,Nd6,Bxc6,dxc6,dxe5,Nf5,Qxd8+,Kxd8,Nc3,Be6,Ng5,Ke8
"Kramnik, Vladimir",New York,0.0,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Nd5 Be7 10. Bxf6 Bxf6 11. c3 O-O 12. Nc2 Rb8 13. b4 Ne7 14. Nce3 Bg5 15. Nxe7+ Qxe7 16. Nd5 Qb7 17. a4 Be6 18. g3 Rfc8 19. Ra3 Bxd5 20. exd5 e4 21. Be2 Bf6 22. O-O Bxc3 23. axb5 axb5 24. Ra5 Qd7 25. Qb1 Re8 26. Ra6 g6 27. Rc6 Bd2 28. Qb2 e3 29. f4 Qf5 30. Rxd6 h5 31. Ra1 Rbc8 32. Rd1 Red8 33. Rf6 Bc3 34. Rxf5 Bxb2 35. Re5 Bxe5 36. fxe5 Rc2 37. Bf3 Re8 38. e6 fxe6 39. dxe6 Rd2 40. Re1 Rxe6 41. Be2 Re5 42. Kg2 Rf5,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Nf6,Nc3,e5,Ndb5,d6,Bg5,a6,Na3,b5,Nd5,Be7,Bxf6,Bxf6
"Karpov, Anatoly",Alma-Ata,0.0,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. Bd3 O-O 8. O-O dxc4 9. Bxc4 Bxc3 10. bxc3 b6 11. Bg5 Bb7 12. Qe2 Nbd7 13. Ne5 Qc7 14. Bd3 Nxe5 15. dxe5 Qc6 16. f3 Nd7 17. Kh1 Qxc3 18. Rfe1 Nc5 19. Rad1 Nxd3 20. Rxd3 Qc6 21. Rd6 Qa4 22. h4 Rfc8 23. Red1 h6 24. Be3 Qxh4+ 25. Kg1 Qc4 26. Qf2 Bd5 27. Qg3 Kh7 28. Rd7 Rc7 29. Rc1 Qxc1+ 30. Bxc1 Rxd7 31. f4 Be4 32. Qe3 Bf5 33. Ba3 Rc8 34. Bd6 Rc2 35. Qa3,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,Bd3,O-O,O-O,dxc4,Bxc4,Bxc3,bxc3,b6
"Van Wely, Loek",Amsterdam,1.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e6 7. Qf3 Qb6 8. Nb3 Qc7 9. g4 b5 10. g5 b4 11. Nb5 axb5 12. gxf6 Nd7 13. Bxb5 gxf6 14. f5 Ke7 15. Bxd7 Bxd7 16. fxe6 fxe6 17. Rf1 Bb5 18. Qxf6+ Kd7 19. Qxh8 Be7 20. Qxa8 Qc4 21. Qb7+ Ke8 22. Rf2 Bh4 23. Qf7+ Kd8 24. Bg5+,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e6,Qf3,Qb6,Nb3,Qc7,g4,b5,g5,b4
"Lautier, Joel",Dos Hermanas,0.5,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Ndb5 d6 7. Bf4 e5 8. Bg5 a6 9. Na3 b5 10. Nd5 Be7 11. Bxf6 Bxf6 12. c3 O-O 13. Nc2 Bg5 14. a4 bxa4 15. Rxa4 a5 16. Bc4 Rb8 17. b4 Bd7 18. Ra3 Kh8 19. O-O f5 20. exf5 Bxf5 21. bxa5 Nxa5 22. Bd3 Be6 23. Ncb4 Rc8 24. Be4 Nc4 25. Ra2 Bh6 26. Qd3 Qh4 27. f3 Bg5 28. Qe2 Qh6 29. Ra6 Ne3 30. Rfa1 Bxd5 31. Nxd5 Nxd5 32. Bxd5 Be3+ 33. Kf1 Bd2 34. Ra8 Rxa8 35. Rxa8 Rxa8 36. Bxa8 Bxc3 37. g3 Qh3+ 38. Qg2 Qc8 39. Qa2 g6,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,Nc3,Nc6,Ndb5,d6,Bf4,e5,Bg5,a6,Na3,b5,Nd5,Be7
"Ljubojevic, Ljubomir",Monte Carlo,0.5,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e6 7. Qf3 Qb6 8. Nb3 Qc7 9. g4 b5 10. g5 b4 11. gxf6 bxc3 12. bxc3 gxf6 13. Rg1 Bb7 14. c4 Nd7 15. Bb2 e5 16. fxe5 fxe5 17. O-O-O Bh6+ 18. Kb1 Bf4 19. Ba3 Qb6 20. Bh3 Nc5 21. Rxd6 Qxd6 22. Bxc5 Qc7 23. Qg4 f5 24. Qxf5 Qf7 25. Rg7 Qxf5 26. Bxf5 Bc8 27. Na5 Bxf5 28. Re7+ Kd8 29. Nc6+ Kc8 30. exf5 e4 31. f6 e3 32. f7 e2 33. Nd4 Rb8+ 34. Nb3 Rf8 35. Re8+ Kd7 36. Bxf8 e1=Q+ 37. Rxe1 Rxf8 38. Re2 Rxf7 39. Kb2 Kd6 40. Kc3 Be5+ 41. Kb4 Rf4 42. Ka5 Rxc4 43. Kxa6 Ra4+ 44. Kb5 Rxa2 45. h3 Ra8 46. c4 Rb8+ 47. Ka4 Ra8+ 48. Kb4 Rb8+ 49. Ka4 Ra8+,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e6,Qf3,Qb6,Nb3,Qc7,g4,b5,g5,b4
"Ivanchuk, Vassily",Monte Carlo,1.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e5 7. Nf3 Nbd7 8. a4 Be7 9. Bd3 O-O 10. O-O Nc5 11. Kh1 exf4 12. Bxf4 Bg4 13. Qe1 Re8 14. Rd1 Qa5 15. Qg3 Rad8 16. Bd2 Qb6 17. a5 Qa7 18. Be3 Qb8 19. Bxc5 dxc5 20. e5 Bxf3 21. Rxf3 Nh5 22. Qh3 g6 23. g4 Ng7 24. Re1 Ne6 25. Ne4 Qxe5 26. Rxf7 Ng5 27. Nxg5 Qxe1+ 28. Bf1 h5 29. Qb3 c4 30. Qxc4 Rc8 31. Rf8+ Kg7 32. Qg8+,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e5,Nf3,Nbd7,a4,Be7,Bd3,O-O,O-O,Nc5
"Karpov, Anatoly",Monte Carlo,0.5,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. Bd3 dxc4 8. Bxc4 Qc7 9. Qe2 O-O 10. O-O Nbd7 11. Bg5 Bxc3 12. bxc3 b6 13. Bd3 Bb7 14. c4 Ng4 15. g3 Rfe8 16. Bf4 e5 17. Ng5 Ngf6 18. dxe5 Nxe5 19. Rae1 Qc6 20. f3 Nxd3 21. Qxd3 h6 22. Nh3 Ba6 23. Rxe8+ Rxe8 24. Rc1 Rc8 25. Nf2 Bxc4 26. Qa3 Nd5 27. Be5 b5 28. Bd4 Qd7 29. Qb2 f6 30. Ne4 Nb4 31. Bxf6 Nd3 32. Rd1 Rf8 33. Qd4 Qxd4+ 34. Bxd4 Rxf3 35. Bxa7 Rf7 36. Bd4 Rd7 37. Bc3 Ra7 38. Nf2 Nxf2 39. Kxf2 Rxa2+ 40. Rd2 Ra3 41. Rd8+ Kf7 42. Rd7+ Ke8 43. Re7+ Kf8 44. Bb4 Rb3 45. Bc5 Kg8 46. Bd4 Bf7 47. Rb7 Rd3 48. Ba1 Rd1 49. Bc3 Rd5 50. g4 h5 51. gxh5 Rxh5 52. h4 Rf5+ 53. Ke3 Kh7 54. Re7,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,Bd3,dxc4,Bxc4,Qc7,Qe2,O-O,O-O,Nbd7
Comp Junior on Alpha,Budapest,1.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 Nbd7 7. Nf3 Qc7 8. a4 g6 9. Bd3 Bg7 10. O-O O-O 11. Qe1 Nc5 12. Qh4 Nxd3 13. cxd3 Be6 14. Kh1 Rac8 15. f5 gxf5 16. Bh6 Qb6 17. Rab1 Qb4 18. Ng5 Rc5 19. Ne2 Bd7 20. Ng3,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,Nbd7,Nf3,Qc7,a4,g6,Bd3,Bg7,O-O,O-O
"Kasparov, Gary",Dos Hermanas,0.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e6 7. Qf3 Qb6 8. a3 Nc6 9. Nxc6 bxc6 10. b3 Bb7 11. Bb2 d5 12. Bd3 c5 13. exd5 exd5 14. O-O-O O-O-O 15. Na4 Qc7 16. Bf5+ Kb8 17. Be5 Bd6 18. Qc3 d4 19. Bxd6 Qxd6 20. Qxc5 Qxf4+ 21. Kb1 Rd5 22. Rdf1 Qe5 23. Qc4 Rb5 24. Qxf7 Bd5 25. Qxg7 Rg8 26. Qh6 Bxb3 27. cxb3 Rxb3+ 28. Kc1 Qc7+ 29. Bc2 d3 30. Qf4 Rc8 31. Qxc7+ Rxc7 32. Rf2 Ne4 33. Rf8+ Ka7 34. Rf7 Rbb7 35. Rxc7 Rxc7 36. Rd1 Rxc2+ 37. Kb1 Rxg2 38. Rxd3 Rxh2 39. Rd7+ Kb8 40. Re7 Nd2+ 41. Kc1 Nb3+ 42. Kd1 h5 43. Re3 Nd4 44. Nc5 a5 45. Nb3 Nc6 46. Rc3 Kb7 47. Ke1 Kb6 48. Kf1 Rh4 49. Kg2 Nd4 50. Nxa5 Kxa5 51. Rc5+ Kb6 52. Re5 Kc6 53. Kg3 Rh1 54. Kg2 Kd6 55. Ra5 Rh4 56. Kg3 Rg4+ 57. Kh3 Ne2 58. Rxh5 Rg3+ 59. Kh4 Rxa3 60. Kg4 Ke6 61. Rb5 Rg3+ 62. Kh4 Rg1 63. Rg5 Rf1 64. Ra5 Kf6 65. Ra8 Rg1 66. Rf8+ Ke5 67. Re8+ Kf4 68. Rf8+ Ke4 69. Re8+ Kf3 70. Kh5 Ng3+ 71. Kh6 Nf5+ 72. Kh7 Kf4 73. Rb8 Rg7+ 74. Kh8 Rd7 75. Re8 Kg5 76. Re6 Nd4 77. Re1 Kf6 78. Rd1 Rd5 79. Ra1 Ne6 80. Ra6 Kf7 81. Ra7+ Kg6 82. Ra8 Rd7 83. Rb8 Rc7 84. Kg8 Rc5 85. Ra8 Rb5 86. Kh8 Rb7 87. Rc8 Nc7 88. Rg8+ Kh6 89. Rg1 Rb8+ 90. Rg8 Ne8,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e6,Qf3,Qb6,a3,Nc6,Nxc6,bxc6,b3,Bb7
"Ivanchuk, Vassily",Dos Hermanas,0.5,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 Nc6 7. Nf3 e6 8. Bd3 b5 9. O-O b4 10. Na4 Be7 11. Qe1 O-O 12. Be3 Rb8 13. Kh1 a5 14. Rd1 Qc7 15. b3 Rd8 16. c4 bxc3 17. Qxc3 Bd7 18. Nd2 Be8 19. Bg1 Qb7 20. Bb1 Nb4 21. Qh3 Bxa4 22. bxa4 e5 23. Nc4 exf4 24. Rxf4 Qc8 25. Nxa5 Qxh3 26. gxh3 Ra8 27. Nb3 Rdb8 28. a5 Nc6 29. Bb6 Nd7 30. Bc7 Rb7 31. Bxd6 Bxd6 32. Rxd6 Nxa5 33. e5 Nc5 34. Bxh7+ Kxh7 35. Nxc5 Rb1+ 36. Kg2 Nb7 37. Ra6 Rxa6 38. Nxa6 Nd8 39. Nc5 Rb5 40. Nd3 Rd5 41. Rf3 Kg8 42. Kg3 Ne6 43. Re3 Nd4 44. Kf4 Nc2 45. Re2 Rxd3 46. Rxc2 Rxh3 47. Ke4 Kf8 48. Kd5 Ra3 49. Kd6 g6 50. e6 Rd3+ 51. Kc5 fxe6 52. a4 Ke7 53. a5 Kd7 54. Kb4 Rd1 55. Rc4 Rb1+ 56. Ka4 e5 57. a6 e4 58. Rxe4 Kc7 59. Re8 Rg1 60. Kb5 Rg5+ 61. Kc4 Kb6 62. Re6+ Ka7 63. Kd4 Rh5 64. Re2 Kxa6 65. Rb2 Ka7 66. Ke4 Rf5 67. Ke3 Ka6 68. Rg2 Kb6 69. Rxg6+ Kc7 70. h4,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,Nc6,Nf3,e6,Bd3,b5,O-O,b4,Na4,Be7
