opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Ivkov, Borislav",Monte Carlo,0.5,"Ruy Lopez: Closed, Worrall Attack, Castling Line",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Qe2 b5 7. Bb3 O-O 8. c3 d6 9. d4 Bg4 10. d5 Na5 11. Bc2 c6 12. dxc6 Qc7 13. h3 Be6 14. Nbd2 Qxc6 15. Ng5 Bd7 16. Rd1 h6 17. Ngf3 b4 18. c4 Be6 19. b3 Nb7 20. Nf1 Nc5 21. Ng3 a5 22. Nh4 Rfe8 23. Qf3 a4 24. Bd2 axb3 25. axb3 Rxa1 26. Rxa1 Ra8 27. Rxa8+ Qxa8 28. Nhf5 Bxf5 29. Nxf5 Bf8 30. Bxb4 Qa2 31. Qd1 Ncxe4 32. Ne3 g6 33. Be1 h5 34. b4 Bh6 35. Qb1 Qxb1 36. Bxb1 Bxe3 37. fxe3 Kf8 38. Kf1 Ke7 39. h4 Ke6 40. Ke2 Kd7 41. Bc2 Kc7 42. Ba4 Nd7 43. Bc2 f5 44. Bb3 Kc6 45. Kd3 Kc7 46. Bd1 Kb6 47. Kc2 Ndf6 48. Kd3 Nd7 49. Bb3 Kc7 50. c5 dxc5 51. Bf7 Nf8 52. bxc5 Nxc5+ 53. Kc4 Kc6 54. Be8+ Ncd7 55. Bb4 Ne6 56. Bxg6 Nb6+ 57. Kb3 Nd5 58. Bxf5 Nc5+ 59. Bxc5 Kxc5 60. e4 Nf4 61. g3 Ne2 62. g4 hxg4 63. Bxg4 Ng3,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,O-O,Be7,Qe2,b5,Bb3,O-O,c3,d6,d4,Bg4,d5,Na5
"Seirawan, Yasser",Monte Carlo,0.0,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",1. e4 c6 2. Nc3 d5 3. Nf3 Bg4 4. h3 Bxf3 5. Qxf3 e6 6. d3 Nd7 7. Be2 g6 8. O-O Bg7 9. Qg3 Ne7 10. Bg5 O-O 11. h4 h6 12. Bd2 h5 13. Rae1 Nf6 14. Bg5 Nh7 15. Bc1 b5 16. f4 b4 17. Nd1 Qd7 18. Kh1 f5 19. Nf2 Nf6 20. Bf3 Ng4 21. Nh3 Bf6 22. Ng5 Rae8 23. Re2 Bxg5 24. hxg5 c5 25. Rfe1 Kf7 26. Qh4 Nc6 27. c3 d4 28. c4 Kg7 29. Kg1 Nd8 30. b3 Nf7 31. a3 a5 32. axb4 axb4 33. Ra2 Nd6 34. Ra6 Re7 35. Bb2 Nf7 36. Re2 Rfe8 37. Qe1 Qc7 38. g3 Kh7 39. Qa1 Nxg5 40. Bg2 Nf7 41. Qa5 Ne3 42. Bf3 Nh6 43. Qb5 Rb8 44. Qc6 Rc8 45. Qxc7 Rcxc7 46. Ra8 Nd1 47. Bc1 Nc3 48. Re1 Ra7 49. Rc8 Rec7 50. Ra8 Rxa8,e4,c6,Nc3,d5,Nf3,Bg4,h3,Bxf3,Qxf3,e6,d3,Nd7,Be2,g6,O-O,Bg7,Qg3,Ne7,Bg5,O-O
"Hort, Vlastimil",Monte Carlo,0.5,"Petrov's Defense: Classical Attack, Mason Variation",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Be7 7. O-O O-O 8. c4 Nf6 9. Nc3 Nc6 10. Re1 Bg4 11. cxd5 Nxd5 12. h3 Be6 13. Ne4 h6 14. a3 Re8 15. b4 Nf6 16. Bb2 Bd5 17. Ng3 Bf8 18. Ne5 Nd7 19. Qc2 a5 20. b5 Ncxe5 21. dxe5 Nc5 22. Rad1 c6 23. Bc4 Qb6 24. Bxd5 cxd5 25. Qe2 Ne6 26. Nf5 Rad8 27. Qg4 g6 28. a4 h5 29. Qg3 Kh7 30. Nh4 d4 31. Rd3 Bh6 32. Bc1 Bg7 33. Rf3 Rd7 34. Ba3 Qd8 35. Bc1 d3 36. Be3 Nd4 37. Bxd4 Rxd4 38. Rf4 Rxf4 39. Qxf4 Qd5 40. Nf3 Kg8 41. Qd2 b6 42. Qe3 Bxe5 43. Nxe5 d2 44. Rd1 Qxe5,e4,e5,Nf3,Nf6,Nxe5,d6,Nf3,Nxe4,d4,d5,Bd3,Be7,O-O,O-O,c4,Nf6,Nc3,Nc6,Re1,Bg4
"Ivanchuk, Vassily",Monte Carlo,0.0,Petrov's Defense: Three Knights Game,1. e4 e5 2. Nf3 Nf6 3. Nc3 Bb4 4. Bc4 Bxc3 5. dxc3 d6 6. O-O Nbd7 7. Re1 O-O 8. a4 Nc5 9. Nd2 a5 10. Qf3 Bg4 11. Qg3 Be6 12. Bf1 Nh5 13. Qf3 Nf4 14. Nc4 f5 15. exf5 Rxf5 16. Ne3 Nxg2 17. Nxf5 Nxe1 18. Qe2 Bxf5 19. Qxe1 Qf6 20. Bg2 Qg6 21. Kh1 Rf8 22. b4 Be4 23. f3 Rxf3 24. Qe2 Qg4 25. bxc5 Rf7,e4,e5,Nf3,Nf6,Nc3,Bb4,Bc4,Bxc3,dxc3,d6,O-O,Nbd7,Re1,O-O,a4,Nc5,Nd2,a5,Qf3,Bg4
"Nunn, John DM",Monte Carlo,1.0,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Ndb5 d6 7. Bf4 e5 8. Bg5 a6 9. Na3 b5 10. Bxf6 gxf6 11. Nd5 Bg7 12. c3 f5 13. Bd3 Be6 14. Qh5 O-O 15. O-O f4 16. g4 Kh8 17. Kh1 Rg8 18. g5 Ne7 19. f3 Bf8 20. Rad1 Rg7 21. Bc2 Ng8 22. Rg1 Be7 23. h4 Rg6 24. Bb3 Rb8 25. Rd2 a5 26. c4 a4 27. Bc2 bxc4 28. Nxc4 Bd7 29. Rgd1 Bxg5 30. hxg5 Rxg5 31. Qh2 Rg6 32. Rg1 Kg7 33. Nxd6 Rxb2 34. Nc4,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,Nc3,Nc6,Ndb5,d6,Bf4,e5,Bg5,a6,Na3,b5,Bxf6,gxf6
"Karpov, Anatoly",Monte Carlo,0.0,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. Bd3 dxc4 8. Bxc4 O-O 9. O-O b6 10. Bg5 Bb7 11. Re1 Nc6 12. Bd3 Be7 13. a3 Nd5 14. Be3 Nxc3 15. bxc3 Rc8 16. c4 Na5 17. Ne5 Bf6 18. Rc1 Bxe5 19. dxe5 Qh4 20. Qe2 Nb3 21. Rcd1 Rfd8 22. Bc2 Nd4 23. Bxd4 Rxd4 24. g3 Qh3 25. f3 Rxd1 26. Rxd1 g6 27. Rd7 Bc6 28. Rd4 Qh6 29. Kg2 Qc1 30. Qd3 Kg7 31. Kh3 b5 32. Bd1 Qa1 33. cxb5 Bxb5 34. Qd2 Bf1+ 35. Kh4 h6 36. g4 Qxa3 37. Rd7 Bb5 38. Rd6 Qc5 39. f4 Qg1 40. Bb3 Rc3 41. Bxe6 Rc2 42. Rd7 Bxd7,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,Bd3,dxc4,Bxc4,O-O,O-O,b6,Bg5,Bb7
"Spassky, Boris V",Monte Carlo,0.5,Ruy Lopez: Berlin Defense,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. Qe2 d6 5. O-O Bd7 6. c3 g6 7. d4 Qe7 8. dxe5 dxe5 9. a4 Bg7 10. b3 Nh5 11. g3 Qf6 12. Bg5 Qe6 13. Nbd2 Qg4 14. Kh1 O-O 15. Be3 Nf6 16. Rad1 Rad8 17. Ng1 Qxe2 18. Bxe2 b6 19. f3 Nh5 20. b4 f5 21. a5 f4 22. Bf2 fxg3 23. hxg3 g5 24. Nc4 g4 25. Ne3 Nf6 26. Kg2 gxf3+ 27. Bxf3 bxa5 28. b5 Ne7 29. c4 c6 30. bxc6 Nxc6 31. Nd5 Rf7 32. Ne2 Ng4 33. Bg1 h5 34. Rb1 Be6 35. Nec3 Nd4 36. Bd1 Rxf1 37. Kxf1 Bf8 38. Rb7 Rd7 39. Rb8 Kg7 40. Kg2 Rf7 41. Nf4 Bd7 42. Rb7 Nf6 43. Rb1 Bb4 44. Ncd5 Nxe4 45. Bxh5 Rf8 46. Ng6 Rf5 47. Nxe5 Nc2 48. Nxd7 Rxh5 49. g4 Ne1+ 50. Rxe1 Rxd5 51. Rxe4 Rxd7 52. c5 Rd2+ 53. Kf3 Rc2 54. Re7+ Kg6 55. Bd4 Rc4 56. Rg7+ Kh6 57. g5+ Kh5 58. Be3 Bxc5 59. Rh7+ Kg6 60. Rh6+ Kg7 61. Rc6 Bxe3 62. Rxc4 Bxg5,e4,e5,Nf3,Nc6,Bb5,Nf6,Qe2,d6,O-O,Bd7,c3,g6,d4,Qe7,dxe5,dxe5,a4,Bg7,b3,Nh5
"Ljubojevic, Ljubomir",Monte Carlo,0.5,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 Qc7 7. Nf3 Nbd7 8. a4 e6 9. Bd3 b6 10. O-O Bb7 11. Qe1 Nc5 12. f5 Be7 13. fxe6 Nxe6 14. Be3 O-O 15. Qg3 d5 16. exd5 Bc5 17. Bxc5 Qxc5+ 18. Kh1 Nxd5 19. Ne4 Qc7 20. Qxc7 Ndxc7 21. Nd6 Bd5 22. Ne5 Nc5 23. Bc4 Bxc4 24. Ndxc4 f6 25. Nc6 Rae8 26. Rae1 Rxe1 27. Rxe1 Nxa4 28. Nd6 Nxb2 29. c4 b5 30. Re7 Nxc4 31. Nxc4 Re8 32. Nd6 Rxe7 33. Nxe7+ Kf8 34. Nc6 Ne8 35. Ne4 Kf7 36. Nc5 Nc7 37. Kg1 Kg6 38. Kf2 Kf5 39. Ke3 h5 40. Nd4+ Ke5 41. Nd3+ Kd5 42. Nf5 g5 43. Ng3 h4 44. Ne4 Ke6 45. Ndc5+ Ke7 46. Kd4 a5 47. Nd3 a4 48. Kc5 a3 49. Nc3 Ke6 50. Kc6 Ne8 51. Nxb5 Kf5 52. Nxa3 Ke4 53. Ne1 Ke3 54. Kd5 Kf2 55. Nac2 Ng7 56. Ke4 Kg1 57. h3 Kf2 58. Kd5 f5 59. Ke5 g4 60. Kf6 gxh3 61. gxh3 Kg3 62. Kxg7 Kxh3 63. Nd4 Kg3 64. Nd3 h3 65. Ne2+ Kf3 66. Ng1+ Ke3,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,Qc7,Nf3,Nbd7,a4,e6,Bd3,b6,O-O,Bb7
"Smyslov, Vassily",Monte Carlo,1.0,"Ruy Lopez: Berlin Defense, l'Hermet Variation, Berlin Wall Defense",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3 Be6 10. Ng5 Ke8 11. Rd1 Be7 12. Nxe6 fxe6 13. Ne4 Rd8 14. Rxd8+ Kxd8 15. c3 h6 16. h3 Kc8 17. Kf1 Rf8 18. Ke2 Nh4 19. g3 Nf3 20. Bf4 Nh4 21. Be3 Nf3 22. Bc5 Bxc5 23. Nxc5 Nxe5 24. Nxe6 Rg8 25. Re1 b6 26. f4 Kd7 27. b3 Kxe6 28. Kf2 Rd8 29. Rxe5+ Kf6 30. Ke2 Rd5 31. Re8 Ra5 32. a4 b5 33. Re5 Ra6 34. axb5 Ra3 35. Rc5 cxb5 36. Rxb5 a5 37. Kd3 Ke6 38. Kc4 a4 39. b4 Ra2 40. Ra5 a3 41. Kb3 Rh2 42. Rxa3 Rxh3 43. g4 Re3 44. f5+ Kd5 45. Ra5+ Kc6 46. Ra6+ Kb5 47. Rg6 c5 48. bxc5 Re7 49. c6 Kc5 50. Kc2 Kd5 51. Kd3 Kc5 52. c4 Ra7 53. Ke4 Kxc4 54. f6 gxf6 55. Rxh6,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,d4,Nd6,Bxc6,dxc6,dxe5,Nf5,Qxd8+,Kxd8,Nc3,Be6,Ng5,Ke8
"Piket, Jeroen",Monte Carlo,1.0,"Ruy Lopez: Open, Italian Variation",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. a4 b4 11. a5 O-O 12. Ba4 Ne7 13. Nd4 Rb8 14. Be3 Nf5 15. Qf3 Bxd4 16. cxd4 f6 17. Nd2 Nxd2 18. Bxd2 Nxd4 19. Qe3 fxe5 20. Qxe5 Qf6 21. Qxc7 Rbc8 22. Qd6 Rcd8 23. Qxa6 Qg6 24. Kh1 Kh8 25. Bxb4 Nf3 26. Bxf8 Nh4 27. Rg1 Rxf8 28. Rae1,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,O-O,Nxe4,d4,b5,Bb3,d5,dxe5,Be6,c3,Bc5,a4,b4
"Kamsky, Gata",Monte Carlo,1.0,St. George Defense,1. e4 a6 2. d4 b5 3. a4 b4 4. Nf3 Bb7 5. Bd3 e6 6. O-O c5 7. Nbd2 cxd4 8. Nxd4 Nf6 9. e5 Nd5 10. Nc4 Qc7 11. Qg4 Nc6 12. Nf3 g6 13. Qg3 h6 14. a5 Be7 15. Bd2 g5 16. Rfe1 Rg8 17. Nd6+ Bxd6 18. exd6 Qd8 19. Be4 Nf6 20. Bxc6 Bxc6 21. Ne5 Bd5 22. Bxb4 Rb8 23. Bc3 h5 24. Rad1 Rb5 25. Qd3 Bb7 26. Qd4 Rd5 27. Qa7 Qc8 28. Nc4 Rxd1 29. Rxd1 Nd5 30. Rxd5 Bxd5 31. Qc7 Qd8 32. Nb6 Bc6 33. Qa7 f5 34. Qxa6 g4 35. Nc8 Qg5 36. Ne7 Bb7 37. Qf1 Rf8 38. a6 Be4 39. b4 f4 40. Qc4 Ba8 41. Qc8+ Kf7 42. Qxd7 f3 43. Nd5+ Kg8 44. Qxe6+ Kh7 45. Qe7+ Qxe7 46. dxe7,e4,a6,d4,b5,a4,b4,Nf3,Bb7,Bd3,e6,O-O,c5,Nbd2,cxd4,Nxd4,Nf6,e5,Nd5,Nc4,Qc7
"Larsen, Bent",Monte Carlo,1.0,Caro-Kann Defense: Panov Attack,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Be7 7. cxd5 exd5 8. Bb5+ Nc6 9. Ne5 Bd7 10. O-O O-O 11. Re1 Rc8 12. Bg5 Be6 13. Bxc6 bxc6 14. Na4 Ne4 15. Bxe7 Qxe7 16. f3 Nd6 17. Rc1 Nf5 18. Qd2 Qh4 19. Rcd1 c5 20. Nxc5 Nxd4 21. g3 Qe7 22. b4 Nf5 23. Qf2 Rfe8 24. a4 a5 25. Nxe6 fxe6 26. b5 Qb4 27. b6 Nd6 28. Rb1 Qc3 29. b7 Rb8 30. Qb6 Nc4 31. Nxc4 dxc4 32. Rxe6 Rf8 33. Re3 Qd2 34. Qc5 Kh8 35. Re7 c3 36. Qe5 Qh6 37. Qxc3,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Be7,cxd5,exd5,Bb5+,Nc6,Ne5,Bd7,O-O,O-O
"Polgar, Zsuzsa",Monte Carlo,1.0,"Alekhine Defense: Modern Variation, Main Line",1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Bg4 5. Be2 e6 6. O-O Be7 7. c4 Nb6 8. Nbd2 O-O 9. exd6 cxd6 10. b3 Nc6 11. Bb2 Bf6 12. Ne4 d5 13. Nxf6+ Qxf6 14. c5 Nd7 15. Qd2 a5 16. a3 Bxf3 17. Bxf3 b5 18. Be2 Rfb8 19. Rae1 b4 20. a4 Re8 21. Bb5 Rac8 22. Re2 Re7 23. Qd3 Ndb8 24. Rd1 Rec7 25. Qg3 Ne7 26. Qd6 Nbc6 27. g4 Ra7 28. Re3 h5 29. h3 hxg4 30. hxg4 Qg6 31. Rd2 Nf5 32. Qf4 Nxe3 33. fxe3 Raa8 34. g5 f6 35. Rg2 fxg5 36. Qxg5 Qxg5 37. Rxg5 Rc7 38. e4 dxe4 39. Bc4 Re8 40. Kf2 Rf7+ 41. Ke3 Rf3+ 42. Kxe4 Rf2 43. Bc1 Kf7 44. Be3 Rh2 45. Rf5+ Kg6 46. Rf4 Rh3 47. Rg4+ Kf7 48. Bf4 Ne7 49. Be5 g6 50. Bc7 Nf5 51. Bxa5 Kf6 52. Bc7 g5 53. Be5+ Kg6 54. Bf4 Rd8 55. Bxe6 Rxd4+ 56. Ke5 Rxf4 57. Rxf4 Re3+ 58. Re4 Rxe4+ 59. Kxe4 Ne7 60. Bd7 Ng8 61. c6,e4,Nf6,e5,Nd5,d4,d6,Nf3,Bg4,Be2,e6,O-O,Be7,c4,Nb6,Nbd2,O-O,exd6,cxd6,b3,Nc6
"Kortschnoj, Viktor",Monte Carlo,1.0,"Ruy Lopez: Morphy Defense, Wormald Attack",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. Qe2 b5 6. Bb3 d6 7. c3 Na5 8. Bc2 c5 9. O-O Be7 10. h3 O-O 11. d4 Qc7 12. b3 Re8 13. Bg5 Bb7 14. d5 Bc8 15. Be3 Bd7 16. Nbd2 Rec8 17. Rfc1 c4 18. b4 Nb7 19. Nh2 a5 20. a3 Ra6 21. Rf1 Rca8 22. Rac1 axb4 23. axb4 Ra2 24. f4 Be8 25. Nhf3 Nd7 26. f5 Nb6 27. g4 Na4 28. Nb1 f6 29. Rf2 Nd8 30. Rg2 Nf7 31. h4 h6 32. Kh1 Nb2 33. Rcg1 Nd3 34. Qf1 Bd8 35. Bxd3 cxd3 36. Qxd3 Qb7 37. Nbd2 R8a3 38. g5 hxg5 39. hxg5 fxg5 40. Nxg5 Bxg5 41. Bxg5 Nxg5 42. Rxg5 Ra1 43. Nb1 Ra7 44. Qh3 Qf7 45. Rg6 Kf8 46. f6 Qxg6 47. Rxg6 Rxb1+ 48. Rg1 Rxg1+ 49. Kxg1 gxf6 50. Qe6 Rg7+ 51. Kf2 Rd7 52. Ke3 Rf7 53. Qxd6+ Kg7 54. Kd3 Rb7 55. Qe6 Bd7 56. Qa6 Rc7 57. Qb6,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Qe2,b5,Bb3,d6,c3,Na5,Bc2,c5,O-O,Be7,h3,O-O
"Portisch, Lajos",Monte Carlo,0.5,"Sicilian Defense: Scheveningen Variation, Classical Main Line",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qc7 5. Nc3 e6 6. Be2 a6 7. O-O Nf6 8. Be3 Be7 9. f4 d6 10. Qe1 O-O 11. Qg3 Nxd4 12. Bxd4 b5 13. a3 Bb7 14. Rae1 Bc6 15. Bd3 Rae8 16. Qh3 e5 17. Be3 Qd7 18. Qxd7 Bxd7 19. h3 Bc6 20. g4 Bd8 21. Kh2 exf4 22. Bxf4 Bc7 23. Bg3 Re6 24. Rf5 Bd8 25. Nd5 Bxd5 26. exd5 Rxe1 27. Bxe1 g6 28. Rf3 Nxd5 29. c4 bxc4 30. Bxc4 Nc7 31. Bb4 Be7 32. Kg2 Kg7 33. Bc3+ Kg8 34. Bb4 Kg7 35. Rd3 Rd8 36. Ba5 Rd7 37. b4 Ne6 38. Kg3 Ra7 39. a4 Bf6 40. Bb6 Ra8 41. a5 Be5+ 42. Kf3 Nf4 43. Ra3 d5 44. Bf1 Ne6 45. Ke3 Nc7 46. Ra2 Re8 47. Kf3 Re6 48. g5 Na8 49. Bc5 Nc7 50. Re2 f6 51. h4 Kf7 52. Rc2 Rc6 53. Ke3,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Qc7,Nc3,e6,Be2,a6,O-O,Nf6,Be3,Be7,f4,d6,Qe1,O-O
"Kramnik, Vladimir",Monte Carlo,0.0,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. Re1 O-O 7. d4 d5 8. e5 Ne4 9. Nbd2 cxd4 10. cxd4 Qb6 11. Bxc6 Qxc6 12. Nxe4 dxe4 13. Ng5 Rd8 14. Bf4 Qd5 15. Qe2 Bf5 16. g4 Bd7 17. Nxe4 Bb5 18. Qe3 Qxd4 19. Nc3 Bc6 20. h3 a6 21. Bg5 Qxe3 22. Rxe3 Kf8 23. a4 Rd4 24. Re2 Rd3 25. Kh2 Bf3 26. Ree1 Rc8 27. e6 h6 28. Bf4 Rc4 29. Bg3 Bd4 30. exf7 Kxf7 31. Ra3 g5 32. Be5 Bxf2 33. Rf1 Bc5 34. Raa1 Kg6 35. Rae1 Rd2+ 36. Kg3 Bc6 37. Rf3 Bxf3 38. Kxf3 Rf2+ 39. Kg3 Rxb2 40. Ne4 Rb3+,e4,c5,Nf3,Nc6,Bb5,g6,O-O,Bg7,c3,Nf6,Re1,O-O,d4,d5,e5,Ne4,Nbd2,cxd4,cxd4,Qb6
"Hamdouchi, Hichem",Moscow,1.0,Sicilian Defense: Chekhover Variation,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Qxd4 a6 5. Be3 Nf6 6. Nc3 Nbd7 7. O-O-O e5 8. Qa4 Be7 9. Bc4 O-O 10. Ng5 b5 11. Nxb5 axb5 12. Bxf7+ Rxf7 13. Qxa8 Qc7 14. f3 Nc5 15. Bxc5 Qxc5 16. Nxf7 Kxf7 17. Rd3 Be6 18. Rhd1 Bc4 19. Ra3 b4 20. Ra7 d5 21. exd5 Bxd5 22. Qb8 e4 23. fxe4 Bxe4 24. Rc7 Qg5+ 25. Kb1 Nd5 26. Rc4 Qxg2 27. Re1 Bf5 28. Qe5 g6 29. Rc7 Kg8 30. Rxe7 Nxe7 31. Qxe7 b3 32. Qd8+ Kg7 33. Qc7+ Kh6 34. axb3 Qd2 35. Rf1 Qg2 36. Qf4+ Kg7 37. Rf2 Qh1+ 38. Ka2 Qa8+ 39. Qa4 Qb8 40. Re2 h5,e4,c5,Nf3,d6,d4,cxd4,Qxd4,a6,Be3,Nf6,Nc3,Nbd7,O-O-O,e5,Qa4,Be7,Bc4,O-O,Ng5,b5
"Skembris, Spyridon",Moscow,1.0,"Petrov's Defense: Modern Attack, Center Variation",1. e4 e5 2. Nf3 Nf6 3. d4 Nxe4 4. Bd3 d5 5. Nxe5 Nd7 6. Nxd7 Bxd7 7. O-O Qh4 8. c4 O-O-O 9. c5 g6 10. Nc3 Bg7 11. Be3 Nxc5 12. g3 Qh3 13. Be2 h5 14. Nxd5 Ba4 15. b3 Rxd5 16. bxa4 Rhd8 17. Bf3 Rxd4 18. Qc2 b6 19. Bxd4 Bxd4 20. Rad1 h4 21. Bg2 Qd7 22. Qe2 hxg3 23. hxg3 f5 24. a5 Qa4 25. axb6 axb6 26. Rfe1 Rd6 27. Bf3 Rd8 28. Rd2 Rd6 29. Red1 Ne6 30. Bd5,e4,e5,Nf3,Nf6,d4,Nxe4,Bd3,d5,Nxe5,Nd7,Nxd7,Bxd7,O-O,Qh4,c4,O-O-O,c5,g6,Nc3,Bg7
"Gulko, Boris F",Moscow,1.0,"Caro-Kann Defense: Karpov Variation, Smyslov Variation, Main Line",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Ng5 e6 7. Qe2 Nb6 8. Bb3 h6 9. N5f3 a5 10. c3 c5 11. Bd2 a4 12. Bc2 Qc7 13. Rc1 Bd6 14. Ne5 Nbd5 15. a3 b6 16. Ngf3 O-O 17. c4 Ne7 18. Be3 Bb7 19. O-O cxd4 20. Bxd4 Nc6 21. Bc3 Rfd8 22. Rfd1 Nxe5 23. Nxe5 Bc5 24. Kh1 Rxd1+ 25. Rxd1 Rd8 26. Rxd8+ Qxd8 27. f3 Nh5 28. Qd3 Qh4 29. Qh7+ Kf8 30. Nd7+ Ke7 31. Nxc5 bxc5 32. Qd3 Bc6 33. Kg1 Qg5 34. Ba5 Bd7 35. Bc7 Qc1+ 36. Kf2 Qxb2 37. Bd6+ Ke8 38. Bxc5 Nf4 39. Qd2 e5 40. Bb4 Ne6 41. Bd1 Qxd2+ 42. Bxd2 Nc5 43. Ke3 Ke7 44. Bb4 Kd6 45. f4 f6 46. h4 Bc6 47. g4 Bd7 48. g5 hxg5 49. hxg5 Be8 50. g6 Kc6 51. f5 Bd7 52. Bc2 Kd6 53. Be4 Bc8 54. Kf3 Bd7 55. Kg4 Bc8 56. Bd5 Bd7 57. Bd2 Nd3 58. Bh6 Nf4 59. Bxg7 Nxd5 60. Bf8+ Ne7 61. c5+,e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,Bc4,Ngf6,Ng5,e6,Qe2,Nb6,Bb3,h6,N5f3,a5,c3,c5
"Short, Nigel D",Moscow,0.5,Ruy Lopez: Berlin Defense,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Be7 5. Re1 d6 6. c3 O-O 7. d4 Bd7 8. Qe2 Re8 9. d5 Nb8 10. Bxd7 Nbxd7 11. c4 c6 12. Nc3 a6 13. Be3 Ng4 14. Bd2 Ngf6 15. b4 Qc7 16. Rec1 Rec8 17. Be3 Ng4 18. dxc6 bxc6 19. Bd2 Ngf6 20. a4 Bd8 21. a5 Qb8 22. Rcb1 Ra7 23. h3 Qa8 24. Qd3 Be7 25. Bg5 h6 26. Be3 c5 27. b5 axb5 28. Rxb5 Rb8 29. Bd2 Ra6 30. Rab1 Rxa5 31. Rxb8+ Nxb8 32. Nd5 Ra7 33. Nxf6+ Bxf6 34. Qxd6 Nd7 35. Qd5 Qxd5 36. cxd5 Kf8 37. Be3 Ke8 38. Nd2 Ra4 39. Kf1 Bg5 40. Bxg5 hxg5 41. Ke2 c4 42. Rc1 Nb6 43. Rb1 Nc8 44. f3 Nd6 45. Rb6 Kd7,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Be7,Re1,d6,c3,O-O,d4,Bd7,Qe2,Re8,d5,Nb8,Bxd7,Nbxd7
