opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Dubov,Daniil",chess.com INT,0.5,Catalan Opening: Open Defense,1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 Bd7 6. Nbd2 Bc6 7. O-O Be7 8. Nxc4 O-O 9. b3 Bd5 10. Bb2 c5 11. dxc5 Na6 12. Qc2 Be4 13. Qc3 Nxc5 14. Rfd1 Qc7 15. Qe5 Qxe5 16. Nfxe5 Rfd8 17. Ba3 Kf8 18. Rac1 Bxg2 19. Kxg2 Ncd7 20. Nxd7+ Rxd7 21. Rxd7 Nxd7 22. Nd6 Nf6 23. Nb5 Bxa3 24. Nxa3 Rd8 25. Rc7 Rd2 26. Nc4 Rxe2 27. Kf3 Rxa2 28. Rxb7 h5 29. h3 Nd5 30. Rb8+ Ke7 31. Rb7+ Kf8 32. Rb8+ Ke7 33. Rb7+ Kf8,d4,d5,c4,e6,Nf3,Nf6,g3,dxc4,Bg2,Bd7,Nbd2,Bc6,O-O,Be7,Nxc4,O-O,b3,Bd5,Bb2,c5
"Sanchez Alvares,Kelvin Antonio",chess.com INT,1.0,Horwitz Defense,1. d4 e6 2. c4 c5 3. Nf3 g6 4. Nc3 Nf6 5. e4 cxd4 6. Nxd4 d5 7. cxd5 exd5 8. exd5 Bg7 9. Bb5+ Bd7 10. Qe2+ Qe7 11. O-O Qxe2 12. Bxe2 O-O 13. Bf3 Na6 14. d6 Nc5 15. Bg5 h6 16. Bxf6 Bxf6 17. Rad1 Kg7 18. Nd5 Be5 19. b4 Na4 20. Nc7 Rad8 21. Nb3 b6 22. Rd3 Bf5 23. Rd2 Bxd6 24. Nd5 Be5 25. g4 Be6 26. Rfd1 Rd6 27. Ne3 Rfd8 28. Rxd6 Rxd6 29. Rxd6 Bxd6 30. b5 Nc3 31. Bc6 Nxa2 32. Nd5 Bxg4 33. Nd4 Bc5,d4,e6,c4,c5,Nf3,g6,Nc3,Nf6,e4,cxd4,Nxd4,d5,cxd5,exd5,exd5,Bg7,Bb5+,Bd7,Qe2+,Qe7
"Sawlin,L",chess.com INT,1.0,Modern Defense: Standard Defense,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Bg5 h6 5. Bh4 a6 6. Qd2 b5 7. O-O-O Nd7 8. f4 c5 9. dxc5 Nxc5 10. e5 g5 11. fxg5 hxg5 12. Bxg5 Bxe5 13. Nf3 Bg7 14. Nd4 b4 15. Nd5 Ne4 16. Qf4 Nxg5 17. Kb1 Ne6 18. Nxe6 Bxe6 19. Nxb4 Qb6 20. c3 Nf6 21. Bd3 Nd7 22. Rhe1 a5 23. Nc2 Bxc3 24. b3 Bxb3,e4,g6,d4,Bg7,Nc3,d6,Bg5,h6,Bh4,a6,Qd2,b5,O-O-O,Nd7,f4,c5,dxc5,Nxc5,e5,g5
"Kamsky,G",chess.com INT,0.5,Queen's Pawn Game: London System,1. d4 d5 2. Nf3 Nf6 3. Bf4 e6 4. e3 c5 5. c3 Nc6 6. Nbd2 cxd4 7. exd4 Nh5 8. Bg3 g6 9. Bd3 Bg7 10. O-O O-O 11. Re1 Nxg3 12. hxg3 f6 13. c4 dxc4 14. Bxc4 Nxd4 15. Nb3 Nxf3+ 16. Qxf3 Qb6 17. Qe3 Re8 18. Nc5 Kh8 19. Nxe6 Bxe6 20. Qxb6 axb6 21. Rxe6 Rxe6 22. Bxe6 f5 23. Rd1 Bxb2 24. Rd7 Re8 25. Bb3 Ba3 26. Rxb7 Bc5 27. Kf1 Bb4 28. f3 Bc5,d4,d5,Nf3,Nf6,Bf4,e6,e3,c5,c3,Nc6,Nbd2,cxd4,exd4,Nh5,Bg3,g6,Bd3,Bg7,O-O,O-O
"Aryan,C",lichess.org INT,0.0,Queen's Pawn Game: London System,1. d4 d5 2. Nf3 Nf6 3. Bf4 e6 4. e3 c5 5. Nbd2 Nc6 6. c3 cxd4 7. exd4 Nh5 8. Be3 Bd6 9. Ne5 g6 10. Nd3 O-O 11. g3 b6 12. Nf3 f6 13. Bg2 Ba6 14. O-O Qd7 15. Re1 Rae8 16. Bh6 Rf7 17. Bh3 Ng7 18. Nf4 Nf5 19. Bxf5 gxf5 20. Nh4 Bxf4 21. gxf4 Kh8 22. Kh1 Rg8 23. Qh5 Re7 24. Rg1 Ree8 25. Bg7+ Rxg7 26. Rxg7 Kxg7 27. Rg1+ Kf8 28. Qh6+ Ke7 29. Rg7+ Kd8 30. Rxd7+ Kxd7 31. Qxh7+ Ne7 32. Qf7 Rg8 33. Qxf6 Bd3 34. h3 a5 35. Kh2 b5 36. Nf3 Be4 37. Ng5 Kd6 38. Qxe6+,d4,d5,Nf3,Nf6,Bf4,e6,e3,c5,Nbd2,Nc6,c3,cxd4,exd4,Nh5,Be3,Bd6,Ne5,g6,Nd3,O-O
"Sadhwani,Raunak",lichess.org INT,1.0,Catalan Opening: Open Defense,1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 Nbd7 6. Qa4 a6 7. Qxc4 b5 8. Qc2 Bb7 9. O-O c5 10. dxc5 Bxc5 11. Nc3 O-O 12. Bg5 Qb6 13. Bxf6 Nxf6 14. e3 Rac8 15. Rac1 Rfd8 16. Qe2 Bc6 17. Ne5 Bxg2 18. Kxg2 Bd6 19. Nf3 Bb4 20. Nb1 Qb7 21. a3 Be7 22. Kg1 Ne4 23. Nbd2 Nc5 24. Nd4 Bf6 25. b4 Na4 26. Qf3 Qxf3 27. N2xf3 g6 28. Kg2 Kg7 29. g4 h6 30. h4 e5 31. Nc6 e4 32. Nxd8 exf3+ 33. Kxf3 Rxd8 34. Rc6 Bxh4 35. Rxa6 Rd2 36. Rc6 Ra2 37. Rc7 Rxa3 38. Rb7 Nc3 39. Rc1 Bf6 40. Rc2 Nd5 41. Rd2 Ne7 42. Rdd7 Rb3 43. Rxb5 Nc6 44. Rdb7 Nd4+ 45. Ke4 Nxb5 46. Rxb5 Be7,d4,d5,c4,e6,Nf3,Nf6,g3,dxc4,Bg2,Nbd7,Qa4,a6,Qxc4,b5,Qc2,Bb7,O-O,c5,dxc5,Bxc5
"Sadhwani,Raunak",lichess.org INT,1.0,Catalan Opening: Open Defense,1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 Nbd7 6. O-O c6 7. a4 a5 8. Nc3 Be7 9. e4 O-O 10. Qe2 b6 11. Rd1 Ba6 12. Bg5 h6 13. Bxf6 Nxf6 14. Ne5 Qc7 15. f4 Rfd8 16. g4 Nd7 17. Nxd7 Rxd7 18. d5 Qxf4 19. dxc6 Rd3 20. e5 Re3 21. Qf2 Qxe5 22. Rd7 Bc5 23. Qxf7+ Kh7 24. Kh1 Rf8,d4,d5,c4,e6,Nf3,Nf6,g3,dxc4,Bg2,Nbd7,O-O,c6,a4,a5,Nc3,Be7,e4,O-O,Qe2,b6
"Kukhmazov,A",lichess.org INT,0.0,Catalan Opening: Open Defense,1. d4 e6 2. c4 d5 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 Bd7 6. Ne5 Bc6 7. Nxc6 Nxc6 8. O-O Qd7 9. e3 Nd5 10. Nd2 Nb6 11. Qe2 Na5 12. Ne4 Nd5 13. Bd2 Nc6 14. Qxc4 h5 15. h4 O-O-O 16. Rfc1 Kb8 17. a3 e5 18. Nc5 Bxc5 19. Qxc5 exd4 20. exd4 Rhe8 21. b4 Re2 22. Bg5 f6 23. b5 Nce7 24. Qc4 Re6 25. Bd2 Nb6 26. Qc2 Re2 27. Bf3 Re6 28. a4 Rd6 29. Bf4 Nf5 30. Bxd6 Nxd6 31. a5 Nbc8 32. a6 b6 33. Bc6 Qf5 34. Qc3 Ne7 35. Re1 Nxc6 36. Qxc6 Qxb5 37. Qg2 Qd7 38. Rac1 Qc8 39. Qc6 Qd7 40. Re6 Qxc6 41. Rxc6 Nf5 42. Rc4 Kc8 43. Rec6 Rd7 44. Re6 Rxd4 45. Re8+ Kd7 46. Rxd4+ Nxd4 47. Ra8 Nc6 48. Kf1 b5 49. Ke2 b4 50. Kd3 Kd6 51. Kc4 Ke5 52. Rg8 Ke4 53. Rxg7 Kf3 54. Rxc7 Ne5+ 55. Kxb4 Kxf2 56. Rc3 f5 57. Kb5 Nf3 58. Rc7 Kxg3 59. Rxa7 Kxh4 60. Rd7 Ne5 61. Rd4+ Kg3 62. a7 Nf3 63. Rd3 Kf2 64. a8=Q Ne5 65. Qa2+ Ke1 66. Rh3,d4,e6,c4,d5,Nf3,Nf6,g3,dxc4,Bg2,Bd7,Ne5,Bc6,Nxc6,Nxc6,O-O,Qd7,e3,Nd5,Nd2,Nb6
"Paravyan,D",chess.com INT,1.0,Catalan Opening: Open Defense,1. d4 e6 2. Nf3 d5 3. c4 Nf6 4. g3 dxc4 5. Bg2 Bd7 6. O-O Bc6 7. Nbd2 b5 8. Qc2 Be7 9. e4 O-O 10. Re1 a5 11. b3 cxb3 12. Nxb3 a4 13. Nc5 Bxc5 14. dxc5 Na6 15. Bb2 h6 16. Rad1 Qe7 17. Ne5 Nb8 18. Nxc6 Nxc6 19. Bxf6 gxf6 20. e5 Nxe5 21. Bxa8 Rxa8 22. Qe4 Rd8 23. Kg2 Rxd1 24. Rxd1 Qxc5 25. Qa8+ Kg7 26. Rd8 Qc6+ 27. Qxc6 Nxc6 28. Rc8 Nb4 29. Rxc7 Nxa2 30. Rc2 Nb4 31. Rb2 a3 32. Rb3 Nc2 33. Rxb5 a2,d4,e6,Nf3,d5,c4,Nf6,g3,dxc4,Bg2,Bd7,O-O,Bc6,Nbd2,b5,Qc2,Be7,e4,O-O,Re1,a5
Le Tuan Minh,lichess.org INT,1.0,Horwitz Defense,1. d4 e6 2. Nf3 c5 3. c3 Nf6 4. Bf4 Be7 5. e3 O-O 6. Bd3 b6 7. Nbd2 Ba6 8. Bxa6 Nxa6 9. O-O Qc8 10. Qe2 Qb7 11. a3 Rac8 12. e4 d5 13. e5 Ne4 14. Nxe4 dxe4 15. Nd2 cxd4 16. cxd4 Nc7 17. Nxe4 Nd5 18. Bg5 h6 19. Bxe7 Qxe7 20. Nd6 Rc7 21. Rac1 Rxc1 22. Rxc1 Qg5 23. Rc2 Nf4 24. Qf3 Ng6 25. g3 Nh4 26. Qe4 Ng6 27. h4 Qh5 28. Kg2 Qd1 29. Rc7 Qd2 30. h5 Nh8 31. Rxa7 Qxb2 32. a4 Qb4 33. Ra8 Rxa8 34. Qxa8+ Kh7 35. Qe4+ Kg8 36. d5 Qc5 37. dxe6 fxe6 38. Qa8+ Kh7 39. Qe4+ Kg8 40. f4 Qa5 41. Qc2 Qa8+ 42. Kh2 Qf3 43. Nc8 Qxh5+ 44. Kg2 Ng6 45. Qxg6 Qxg6 46. Ne7+ Kf7 47. Nxg6 Kxg6 48. g4 Kf7 49. Kg3 g6 50. Kf3 Ke7 51. Ke4 h5 52. gxh5 gxh5 53. Kf3 Kf7 54. f5 exf5 55. Kg3,d4,e6,Nf3,c5,c3,Nf6,Bf4,Be7,e3,O-O,Bd3,b6,Nbd2,Ba6,Bxa6,Nxa6,O-O,Qc8,Qe2,Qb7
"Sadhwani,Raunak",lichess.org INT,0.0,Queen's Pawn Game: London System,1. d4 e6 2. Bf4 c5 3. e3 Nf6 4. c3 Nc6 5. Nf3 d5 6. Nbd2 cxd4 7. exd4 Nh5 8. Be3 Bd6 9. Ne5 g6 10. Ndf3 f6 11. Nxc6 bxc6 12. Be2 O-O 13. O-O Nf4 14. Re1 Nxe2+ 15. Qxe2 a5 16. c4 Ba6 17. b3 Qd7 18. h3 e5 19. dxe5 fxe5 20. Qc2 Rae8 21. cxd5 cxd5 22. Rac1 d4 23. Bh6 Rxf3 24. gxf3 Bb4 25. Bd2 d3 26. Qc6 Qxc6 27. Rxc6 Bxd2 28. Rd1 Bb7 29. Rc7 Bxf3 30. Rxd2 e4 31. Kh2 Re5 32. Kg3 Rf5 33. Rd7 g5 34. a3 h5 35. h4 Bg4 36. Re7 Rf3+ 37. Kg2 Rf4 38. Kg3 Bf3 39. hxg5 Rg4+ 40. Kh3 Rxg5 41. b4 Kf8 42. Rh7 Kg8 43. Ra7 Rg1 44. bxa5 Rh1+ 45. Kg3 h4+ 46. Kf4 Rb1 47. a6 h3 48. Rb7 Ra1 49. a7 Rxa3 50. Rdb2 h2 51. Rc7,d4,e6,Bf4,c5,e3,Nf6,c3,Nc6,Nf3,d5,Nbd2,cxd4,exd4,Nh5,Be3,Bd6,Ne5,g6,Ndf3,f6
"Zhalmakhanov,Ramazan",lichess.org INT,0.0,Horwitz Defense,1. d4 e6 2. Bf4 c5 3. e3 Nf6 4. c3 Be7 5. Nd2 O-O 6. Ngf3 b6 7. Bd3 Ba6 8. Bxa6 Nxa6 9. Qe2 Nb8 10. e4 Nc6 11. O-O Rc8 12. h3 cxd4 13. cxd4 d5 14. e5 Ne4 15. Nxe4 dxe4 16. Qxe4 Nb4 17. Bd2 Qd5 18. Qxd5 Nxd5 19. Rac1 h6 20. Rxc8 Rxc8 21. Rc1 Rxc1+ 22. Bxc1 Nb4 23. Kf1 Kf8 24. Ke2 Nxa2 25. Bd2 Ke8 26. Kd3 b5 27. Ke4 Kd7 28. d5 exd5+ 29. Kxd5 Bb4 30. Be3 a6 31. Nd4 Be7 32. Bd2 Bb4 33. Be3 Be7 34. Nc6 Nb4+ 35. Nxb4 Bxb4 36. f4 g6 37. g4 h5 38. gxh5 gxh5 39. f5 Be1 40. e6+ fxe6+ 41. fxe6+ Ke8 42. Bc5 Bh4 43. Kc6 Bd8 44. Kb7 a5 45. Kc6 b4 46. Kb5 Bc7 47. b3 Bd8 48. Bb6 Bf6 49. Bxa5 Ke7 50. Bxb4+ Kxe6 51. Kc6 Be5 52. Bc5 Bf4 53. b4 Bb8 54. b5 Be5 55. b6 Bb8 56. b7 h4 57. Bb6 Kf5 58. Bd8 Ba7 59. Bxh4 Kf4 60. Bd8 Kg3 61. Bb6 Bb8 62. Bc7+ Kxh3 63. Bxb8,d4,e6,Bf4,c5,e3,Nf6,c3,Be7,Nd2,O-O,Ngf3,b6,Bd3,Ba6,Bxa6,Nxa6,Qe2,Nb8,e4,Nc6
"Goryachkina,A",chess.com INT,0.0,Owen Defense,1. e4 b6 2. d4 Bb7 3. Bd3 e6 4. Nf3 d5 5. e5 h6 6. c3 Qd7 7. Nbd2 c5 8. Nf1 Ne7 9. Ng3 Ba6 10. O-O Nec6 11. Bf4 g6 12. Bxa6 Nxa6 13. Qd2 c4 14. h4 Nc7 15. Nh2 Be7 16. h5 g5 17. Be3 O-O-O 18. b3 f5 19. exf6 Bxf6 20. bxc4 dxc4 21. Qe2 Qd5 22. Ng4 Bg7 23. Bd2 Bxd4 24. cxd4 Nxd4 25. Qe4 Qxe4 26. Nxe4 Ne2+ 27. Kh2 Rd4 28. f3 Nd5 29. Rfe1 Nef4 30. Bxf4 Nxf4 31. Re3 Nxh5 32. a4 Nf4 33. Rc1 Nd5 34. Re2 Kb8 35. Rec2 Rc8 36. Nd6 Rc6 37. Nxc4 Nb4 38. Nge5 Rc5 39. Re2 Nd3 40. Nxd3 Rxd3 41. Rec2 Rd4 42. Ne3 Rxc2 43. Rxc2 Rxa4 44. Rc6 Rb4 45. Rxe6 a5 46. Nd5 Rh4+ 47. Kg3 b5 48. Rb6+ Ka7 49. Rxb5 a4 50. Nc3 Ka6 51. Rb8 Ka5 52. Ra8+ Kb4 53. Rxa4+,e4,b6,d4,Bb7,Bd3,e6,Nf3,d5,e5,h6,c3,Qd7,Nbd2,c5,Nf1,Ne7,Ng3,Ba6,O-O,Nec6
"Aronian,L",chess.com INT,1.0,Queen's Pawn Game: London System,1. d4 d5 2. Nf3 Nf6 3. Bf4 e6 4. e3 c5 5. c3 Nc6 6. Nbd2 Nh5 7. Bg5 f6 8. Bh4 g6 9. Be2 cxd4 10. Nxd4 Ng7 11. O-O Be7 12. c4 Nxd4 13. exd4 Nf5 14. Bg3 Nxd4 15. cxd5 Nxe2+ 16. Qxe2 Qxd5 17. Rad1 O-O 18. Ne4 Qxa2 19. Bd6 Bxd6 20. Rxd6 b6 21. Qf3 Kg7 22. Nxf6 Rb8 23. Qc3 Rxf6 24. Qc7+ Rf7 25. Qxb8 Ba6 26. Rfd1 Qxb2 27. R6d2 Qf6 28. h3 Bc4 29. Re1 b5 30. Red1 a5 31. Qg3 a4 32. Rd7 Bd5 33. Rxf7+ Qxf7 34. Rc1 Bc4 35. Rd1 h5 36. Qe5+ Kh6 37. Rd8 g5 38. Qh8+ Kg6 39. Rg8+ Kf5 40. Rf8 Kg6 41. Rxf7 Kxf7 42. Qc3 Kg6 43. Qb4 Kf5 44. g4+ hxg4 45. hxg4+ Kxg4 46. Kg2 Kf4 47. f3 e5 48. Kf2 g4 49. Qf8+ Kg5 50. Qg7+ Kf5 51. Qf7+ Bxf7 52. fxg4+ Kxg4 53. Ke3 a3,d4,d5,Nf3,Nf6,Bf4,e6,e3,c5,c3,Nc6,Nbd2,Nh5,Bg5,f6,Bh4,g6,Be2,cxd4,Nxd4,Ng7
"Aronian,L",chess.com INT,0.0,Queen's Pawn Game: London System,1. d4 d5 2. Nf3 e6 3. Bf4 Nf6 4. e3 c5 5. Nbd2 Nc6 6. c3 cxd4 7. exd4 Nh5 8. Be3 Bd6 9. Bd3 Nf4 10. Bxf4 Bxf4 11. Qe2 O-O 12. h4 f6 13. g3 Bc7 14. O-O-O h6 15. Bc2 Qd6 16. Qd3 f5 17. Rhe1 b5 18. Qxb5 Rb8 19. Qa4 Bd7 20. Nb3 Bb6 21. Qa6 f4 22. Qd3 fxg3 23. Qh7+ Kf7 24. fxg3 Qxg3 25. Rg1 Qf4+ 26. Kb1 Ke8 27. Rxg7 Rb7 28. Rf1 Kd8 29. Nfd2 Qxf1+ 30. Nxf1 Rxf1+ 31. Nc1 Ba5 32. Bd3 Rd1 33. Kc2 Rh1 34. Qg8+ Kc7 35. Qxe6 Rh2+ 36. Ne2 Nb8 37. Qe5+ Kc8 38. Qxh2 Bd8 39. Qd6 Ba4+ 40. b3 Bxb3+ 41. axb3 Rxg7 42. Ba6+ Nxa6 43. Qxa6+ Kb8 44. Qb5+ Rb7 45. Qxd5 Kc8 46. c4 Rc7 47. Qe6+ Kb7 48. d5 Be7 49. Nd4 Bc5 50. d6,d4,d5,Nf3,e6,Bf4,Nf6,e3,c5,Nbd2,Nc6,c3,cxd4,exd4,Nh5,Be3,Bd6,Bd3,Nf4,Bxf4,Bxf4
"Aronian,L",chess.com INT,1.0,Queen's Pawn Game: London System,1. d4 e6 2. Nf3 Nf6 3. Bf4 d5 4. e3 c5 5. Nbd2 Nc6 6. c3 Nh5 7. Bg5 f6 8. Bh4 g6 9. Be2 Ng7 10. O-O Nf5 11. Bg3 h5 12. h4 Nxg3 13. fxg3 Bd6 14. Bd3 f5 15. c4 Bxg3 16. cxd5 Qxd5 17. Bc4 Qd6 18. Bb5 Bd7 19. Nc4 Qe7 20. dxc5 Qxc5 21. a4 a6 22. b4 Qa7 23. Nd6+ Ke7 24. Bxc6 Bxc6 25. b5 axb5 26. Nxb5 Bxb5 27. axb5 Qxa1 28. Qxa1 Rxa1 29. Rxa1 Rc8 30. Kf1 Rc5 31. Rb1 Rc2,d4,e6,Nf3,Nf6,Bf4,d5,e3,c5,Nbd2,Nc6,c3,Nh5,Bg5,f6,Bh4,g6,Be2,Ng7,O-O,Nf5
"Vykouk,Jan",chess.com INT,1.0,Modern Defense: Standard Defense,1. e4 d6 2. d4 g6 3. Nc3 Bg7 4. Be3 a6 5. h4 h6 6. h5 g5 7. Qd2 b5 8. O-O-O Bb7 9. f3 e6 10. Nh3 Ne7 11. Nf2 Nd7 12. Kb1 f5 13. exf5 exf5 14. Bd3 f4 15. Bxf4 gxf4 16. Qxf4 Rf8 17. Qg4 Rf7 18. Rde1 Kf8 19. Ne2 Nf6 20. Qg3 Nfd5 21. Ng4 Qd7 22. Bg6 Nf5 23. Qh3 Re7 24. Ng3 Nxd4 25. Rxe7 Qxe7 26. c3 Ne2 27. Nf5 Nexc3+ 28. bxc3 Nxc3+ 29. Kc1 Nxa2+ 30. Kb1 Nc3+ 31. Kc1 Qg5+ 32. f4 Qxf4+ 33. Kc2 Be4+ 34. Kb3 Bd5+ 35. Kc2 Be4+ 36. Kb3 Bxf5 37. Bxf5 Qa4+ 38. Kb2 Ne2+ 39. Kb1 Qa1+ 40. Kc2 Qb2+ 41. Kd3 Nf4+ 42. Ke4 Nxh3 43. gxh3 Qc2+ 44. Kf3 Qxf5+ 45. Kg3 Be5+ 46. Kh4 Qg5#,e4,d6,d4,g6,Nc3,Bg7,Be3,a6,h4,h6,h5,g5,Qd2,b5,O-O-O,Bb7,f3,e6,Nh3,Ne7
"Gukesh,D",chess24.com INT,0.0,Queen's Pawn Game: London System,1. d4 Nf6 2. Nf3 d5 3. Bf4 Bf5 4. e3 e6 5. c4 Bxb1 6. Rxb1 Bb4+ 7. Ke2 dxc4 8. Qa4+ Nc6 9. Ne5 a5 10. Nxc6 Qd7 11. g3 Nd5 12. Bg2 Ra6 13. a3 Be7 14. h4 Qxc6 15. Qxc6+ Rxc6 16. Be5 f6 17. e4 fxe5 18. exd5 exd5 19. Bxd5 Rd6 20. Bxc4 Rxd4 21. Rbc1 c6 22. Rhd1 Bf6 23. Rxd4 exd4 24. Bd3 Kd7 25. Be4 h6 26. a4 Ra8 27. Bd3 Re8+ 28. Kd2 Be7 29. Bf5+ Kc7 30. Bg6 Rf8 31. f4 Kd6 32. Kd3 Bf6 33. h5 Ra8 34. g4 Ra6 35. b3 Rb6 36. Bf7 Rb4 37. Re1 b5 38. g5 hxg5 39. Re6+ Kd7 40. Rxf6 Ke7 41. Rf5 bxa4 42. bxa4 gxf4 43. Bc4 Rxa4 44. Kxd4 Kd6 45. Rg5 c5+ 46. Rxc5 Ra3 47. Rf5 Rh3 48. Rxa5 Ke7 49. Bd3 Kf6 50. Bg6 f3 51. Rf5+ Ke6 52. Ke3 Rh1 53. Rxf3 Re1+ 54. Kf2 Rd1 55. Rf7 Rd7 56. Rf3 Ke5 57. Kg3 Ra7 58. Kg4 Ke6 59. Kg5 Ra5+ 60. Kg4 Ra4+ 61. Kg3 Ra7 62. Rf8 Rb7 63. Kg4 Rb4+ 64. Kg5 Rb5+ 65. Bf5+ Ke7 66. Ra8 Kf7 67. Ra7+ Kg8 68. Re7 Kf8 69. Re4 Kf7 70. Kf4 Rb8 71. Be6+ Kf6 72. Bc4 g5+ 73. Kg4 Rc8 74. Re6+ Kg7 75. Bd3 Rd8 76. Bf5 Rb8 77. Kxg5 Rf8 78. Re7+ Kh8 79. Kh6 Rf6+ 80. Bg6 Rf8 81. Rh7+ Kg8 82. Rg7+ Kh8 83. Bf7,d4,Nf6,Nf3,d5,Bf4,Bf5,e3,e6,c4,Bxb1,Rxb1,Bb4+,Ke2,dxc4,Qa4+,Nc6,Ne5,a5,Nxc6,Qd7
"Gukesh,D",chess.com INT,0.0,Queen's Pawn Game: London System,1. d4 d5 2. Nf3 Nf6 3. Bf4 Bf5 4. e3 e6 5. Bd3 Bd6 6. Bxf5 exf5 7. Bg5 Nbd7 8. Nbd2 h6 9. Bxf6 Nxf6 10. c4 dxc4 11. Nxc4 O-O 12. O-O Ne4 13. Nfd2 Re8 14. Rc1 c6 15. Nxe4 Rxe4 16. Qf3 g6 17. g3 Bc7 18. Rfd1 Qd7 19. b4 Rae8 20. Nd2 R4e6 21. Nb3 Bd6 22. a3 Qe7 23. Na5 h5 24. d5 cxd5 25. Qxd5 b6 26. Nc6 Qb7 27. Qf3 Bf8 28. Nd4 Re4 29. Rd3 h4 30. Kg2 Bg7 31. Ne2 a5 32. bxa5 bxa5 33. Rcd1 Qe7 34. Nf4 Qxa3 35. Rxa3,d4,d5,Nf3,Nf6,Bf4,Bf5,e3,e6,Bd3,Bd6,Bxf5,exf5,Bg5,Nbd7,Nbd2,h6,Bxf6,Nxf6,c4,dxc4
"Schreiner,Pe",Belgrade SRB,1.0,Catalan Opening: Open Defense,1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 c6 6. Ne5 Bb4+ 7. Bd2 Be7 8. e3 b5 9. b3 cxb3 10. axb3 Bb7 11. Ba5 Qc8 12. O-O Nbd7 13. Nxd7 Qxd7 14. b4 Nd5 15. Qb3 h5 16. Nd2 h4 17. Ne4 Nb6 18. Nd2 f6 19. Rfc1 Kf7 20. Qc2 Nd5 21. Rab1 hxg3 22. hxg3 Rh6 23. Nf1 Nb6 24. e4 Nc4 25. Qc3 Nxa5 26. bxa5 a6 27. Ne3 Rah8 28. Rd1 g6 29. Qb3 Kg7 30. Nc4 Qc8 31. Nb6 Qg8 32. d5 exd5 33. exd5 c5 34. Re1 Bd6 35. Qc3 Rh5 36. Nd7 Qf7 37. Nxf6 Qxf6 38. Qxf6+ Kxf6 39. Re6+ Kg7 40. Rxd6 Rf8 41. Rd1 c4 42. Rb6 Bc8 43. d6 Rf7 44. Rc6 Rh8 45. d7 Bxd7 46. Rxa6 Rc8 47. Rb6 c3 48. a6 c2 49. Rc1 Bf5 50. Rxb5 Rd8 51. Bf3 Rd3 52. g4 Be6 53. Be2 Rd2 54. Re5 Bb3 55. Kf1 Rd1+ 56. Bxd1 cxd1=Q+ 57. Rxd1 Bxd1 58. Ra5 Ra7 59. g5 Bb3,d4,d5,c4,e6,Nf3,Nf6,g3,dxc4,Bg2,c6,Ne5,Bb4+,Bd2,Be7,e3,b5,b3,cxb3,axb3,Bb7
"Shevchenko,Kirill",chess.com INT,1.0,Queen's Pawn Game: London System,1. d4 Nf6 2. Bf4 e6 3. Nf3 c5 4. e3 Nc6 5. c3 d5 6. Nbd2 cxd4 7. exd4 Nh5 8. Be3 Bd6 9. Bd3 Nf4 10. Bxf4 Bxf4 11. O-O O-O 12. Re1 f6 13. b4 Qd6 14. b5 Ne7 15. g3 Bh6 16. c4 Bd7 17. c5 Qc7 18. a4 Rae8 19. a5 Kh8 20. Nb3 g6 21. Ra2 Bg7 22. Rae2 Nc8 23. b6 Qb8 24. c6 Bxc6 25. bxa7 Nxa7 26. Rxe6 Rxe6 27. Rxe6 Re8 28. Rxe8+ Qxe8 29. Nc5 Nc8 30. h4 Nd6 31. Qc1 Nc4 32. h5 g5 33. Nh2 Nxa5 34. Qd1 Nc4 35. Qg4 Nd6 36. Ne6 Bd7 37. h6 Qxe6 38. hxg7+ Kxg7 39. Qh5 Qe1+ 40. Nf1 Ne4 41. Qf3 Bh3 42. g4 Bxf1,d4,Nf6,Bf4,e6,Nf3,c5,e3,Nc6,c3,d5,Nbd2,cxd4,exd4,Nh5,Be3,Bd6,Bd3,Nf4,Bxf4,Bxf4
